item,content,short_trigger,workerid,prior_type,prior_fact,block_ai,ai,prior,projective,eventItemNr,eventItem,contentNew,prior_typeNew,contentFact,cprior,cai,betaProjective,betaAI
confirm_charley,charley,confirm,1,low_prior,Charley lives in Korea,block1,0.24,0.05,0.29,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,-0.3788118811881188,-0.08356435643564358,0.2904158415841584,0.2405148514851485
confirm_charley,charley,confirm,4,high_prior,Charley lives in Mexico,block1,0.5,0.81,0.48,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.38118811881188125,0.17643564356435643,0.480039603960396,0.5
confirm_charley,charley,confirm,16,high_prior,Charley lives in Mexico,block1,0.13,0.83,0.01,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.40118811881188116,-0.19356435643564357,0.01097029702970297,0.13073267326732674
confirm_charley,charley,confirm,40,low_prior,Charley lives in Korea,block1,0.29000000000000004,0.08,0.08,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,-0.3488118811881188,-0.03356435643564354,0.08083168316831683,0.29041584158415845
confirm_charley,charley,confirm,90,high_prior,Charley lives in Mexico,block1,0.64,0.91,0.46,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.4811881188118812,0.31643564356435644,0.4600792079207921,0.6397227722772277
confirm_charley,charley,confirm,116,low_prior,Charley lives in Korea,block2,0.45,0.1,0.43,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,-0.32881188118811877,0.12643564356435644,0.43013861386138613,0.4500990099009901
confirm_charley,charley,confirm,134,high_prior,Charley lives in Mexico,block2,0.01,0.91,0.49,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.4811881188118812,-0.31356435643564357,0.490019801980198,0.01097029702970297
confirm_charley,charley,confirm,150,low_prior,Charley lives in Korea,block1,1,0,0.02,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,-0.4288118811881188,0.6764356435643564,0.020950495049504952,0.999009900990099
confirm_charley,charley,confirm,164,high_prior,Charley lives in Mexico,block2,0.08999999999999997,0.88,0.91,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.4511881188118812,-0.2335643564356436,0.9091881188118812,0.09081188118811878
confirm_charley,charley,confirm,181,low_prior,Charley lives in Korea,block1,0.48,0.24,0,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,-0.1888118811881188,0.1564356435643564,9.900990099009901e-4,0.480039603960396
