block,predicate,hypothesis,estimate,post.prob,bf
_projai.,acknowledge,cprior > 0,1.0142568346473602,0.9996666666666667,2999
_projai.,acknowledge,cai > 0,1.1419268022071767,0.9998333333333334,5999
_projai.,acknowledge,cprior:cai > 0,-0.45609102735160495,0.2519166666666667,0.3367494708700011
_projai.,admit,cprior > 0,0.8160823924524708,0.9891666666666666,91.3076923076923
_projai.,admit,cai > 0,0.7324077648753079,0.9966666666666667,299
_projai.,admit,cprior:cai > 0,0.1368504019486963,0.5840833333333333,1.4043277900220397
_projai.,announce,cprior > 0,0.9070524756805374,0.9875,79
_projai.,announce,cai > 0,0.7409264128826402,0.9985,665.6666666666666
_projai.,announce,cprior:cai > 0,-0.9872119076519097,0.08816666666666667,0.09669164686528971
_projai.,be.annoyed,cprior > 0,1.911521263179094,1,Inf
_projai.,be.annoyed,cai > 0,1.6752622767313996,1,Inf
_projai.,be.annoyed,cprior:cai > 0,2.863110423905272,0.9955833333333334,225.41509433962264
_projai.,be.right,cprior > 0,1.4910471189710701,1,Inf
_projai.,be.right,cai > 0,0.813429222632839,0.9874166666666667,78.47019867549669
_projai.,be.right,cprior:cai > 0,1.488428564778452,0.93825,15.194331983805668
_projai.,confess,cprior > 0,0.8282090566820252,0.9945833333333334,183.6153846153846
_projai.,confess,cai > 0,0.84582213145217,0.9984166666666666,630.578947368421
_projai.,confess,cprior:cai > 0,-0.039995309209144986,0.4785833333333333,0.917852005753556
_projai.,confirm,cprior > 0,0.8701206857665794,0.9995833333333334,2399
_projai.,confirm,cai > 0,0.5810841787510846,0.971,33.48275862068966
_projai.,confirm,cprior:cai > 0,-0.19430030228332296,0.3935833333333334,0.6490311941734231
_projai.,demonstrate,cprior > 0,0.7260679363954897,0.9935833333333334,154.84415584415584
_projai.,demonstrate,cai > 0,0.5934766810079228,0.956,21.727272727272727
_projai.,demonstrate,cprior:cai > 0,-0.5715119214670658,0.19775,0.24649423496416328
_projai.,discover,cprior > 0,0.9084238399460928,0.9980833333333333,520.7391304347826
_projai.,discover,cai > 0,1.1797298439829678,0.9999166666666667,11999
_projai.,discover,cprior:cai > 0,0.13863547220559197,0.5757500000000001,1.357100766057749
_projai.,establish,cprior > 0,1.289492479654972,0.9999166666666667,11999
_projai.,establish,cai > 0,0.3119342678042948,0.8630833333333333,6.303712720632989
_projai.,establish,cprior:cai > 0,-0.3096085539339385,0.34149999999999997,0.5186028853454822
_projai.,hear,cprior > 0,0.8617099446526828,0.9985,665.6666666666666
_projai.,hear,cai > 0,1.4851652786101002,1,Inf
_projai.,hear,cprior:cai > 0,-1.532866859638683,0.012166666666666668,0.01231651763117935
_projai.,inform,cprior > 0,1.0970963775940972,0.99975,3999
_projai.,inform,cai > 0,1.3758344660276,1,Inf
_projai.,inform,cprior:cai > 0,-1.0797811905553363,0.08325,0.09080992637032997
_projai.,know,cprior > 0,1.5971864814229388,1,Inf
_projai.,know,cai > 0,1.8652109733691886,1,Inf
_projai.,know,cprior:cai > 0,0.46500452136081877,0.7260833333333333,2.650745360511104
_projai.,pretend,cprior > 0,1.0887217600898922,0.9998333333333334,5999
_projai.,pretend,cai > 0,-1.267561265323948,2.5e-4,2.5006251562890725e-4
_projai.,pretend,cprior:cai > 0,1.7563803424879751,0.978,44.45454545454545
_projai.,prove,cprior > 0,1.20307405820645,0.9999166666666667,11999
_projai.,prove,cai > 0,0.48418812147149365,0.962,25.31578947368421
_projai.,prove,cprior:cai > 0,-0.013718589809049171,0.49066666666666664,0.9633507853403142
_projai.,reveal,cprior > 0,0.621022740011971,0.986,70.42857142857143
_projai.,reveal,cai > 0,0.561161450380263,0.9866666666666667,74
_projai.,reveal,cprior:cai > 0,0.3221104422177427,0.6899166666666666,2.2249395323837677
_projai.,say,cprior > 0,1.1835821839114737,0.999,999
_projai.,say,cai > 0,-0.39905087681885254,0.05949999999999999,0.063264221158958
_projai.,say,cprior:cai > 0,1.0649182475763534,0.9260833333333334,12.528748590755356
_projai.,see,cprior > 0,0.9157560203342365,0.99925,1332.3333333333333
_projai.,see,cai > 0,1.4737729479307744,0.9998333333333334,5999
_projai.,see,cprior:cai > 0,-2.1355187088295358,0.002,0.002004008016032064
_projai.,suggest,cprior > 0,1.3314742816749165,1,Inf
_projai.,suggest,cai > 0,-0.2810529049855028,0.12700000000000003,0.145475372279496
_projai.,suggest,cprior:cai > 0,-0.35459295517196715,0.3229166666666667,0.47692307692307695
_projai.,think,cprior > 0,1.2205244842680385,1,Inf
_projai.,think,cai > 0,-0.2558094770356606,0.17566666666666664,0.21310149615851193
_projai.,think,cprior:cai > 0,-1.0195862058057017,0.09733333333333334,0.10782865583456426
_aiproj.,acknowledge,cprior > 0,0.36157967841248345,0.8886666666666667,7.982035928143713
_aiproj.,acknowledge,cai > 0,1.1983435508613969,0.9998333333333334,5999
_aiproj.,acknowledge,cprior:cai > 0,-0.9300158098174581,0.09016666666666667,0.09910239970690603
_aiproj.,admit,cprior > 0,0.5456889909506968,0.97125,33.78260869565217
_aiproj.,admit,cai > 0,0.9430212041765682,0.9969166666666667,323.3243243243243
_aiproj.,admit,cprior:cai > 0,0.3985154346886144,0.72325,2.6133694670280034
_aiproj.,announce,cprior > 0,0.7699301950086934,0.99425,172.91304347826087
_aiproj.,announce,cai > 0,0.7933343983714147,0.999,999
_aiproj.,announce,cprior:cai > 0,-0.3142188146946705,0.31983333333333336,0.4702278853222249
_aiproj.,be.annoyed,cprior > 0,0.039603572620820274,0.543,1.188183807439825
_aiproj.,be.annoyed,cai > 0,2.507975271281693,1,Inf
_aiproj.,be.annoyed,cprior:cai > 0,-2.1833037882490305,0.032249999999999994,0.03332472229398088
_aiproj.,be.right,cprior > 0,1.0163790017119416,0.9989166666666667,922.0769230769231
_aiproj.,be.right,cai > 0,1.4591000509291534,0.9996666666666667,2999
_aiproj.,be.right,cprior:cai > 0,-1.3643191029666513,0.15383333333333335,0.1818002757533977
_aiproj.,confess,cprior > 0,0.4613569677959391,0.9404166666666667,15.783216783216783
_aiproj.,confess,cai > 0,0.8176989903383928,0.9863333333333333,72.17073170731707
_aiproj.,confess,cprior:cai > 0,-0.33472025027973623,0.30983333333333335,0.44892538034291235
_aiproj.,confirm,cprior > 0,1.0553531450016573,0.9999166666666667,11999
_aiproj.,confirm,cai > 0,0.9228206181354582,0.9984166666666666,630.578947368421
_aiproj.,confirm,cprior:cai > 0,-0.7527458762543492,0.1728333333333333,0.20894620189401572
_aiproj.,demonstrate,cprior > 0,1.171717459796675,1,Inf
_aiproj.,demonstrate,cai > 0,-0.031472779021846684,0.44666666666666666,0.8072289156626506
_aiproj.,demonstrate,cprior:cai > 0,0.5282679218822625,0.7718333333333334,3.3827611395178963
_aiproj.,discover,cprior > 0,0.3433378359529366,0.8916666666666666,8.23076923076923
_aiproj.,discover,cai > 0,1.0573835264711882,0.9991666666666666,1199
_aiproj.,discover,cprior:cai > 0,-0.13676692911236624,0.4275833333333333,0.7469791818314165
_aiproj.,establish,cprior > 0,0.8257956560017251,0.99825,570.4285714285714
_aiproj.,establish,cai > 0,-0.5158078745207826,0.03525,0.036537963202902306
_aiproj.,establish,cprior:cai > 0,1.0311629510808449,0.9016666666666666,9.169491525423728
_aiproj.,hear,cprior > 0,0.6697472025026443,0.9883333333333333,84.71428571428571
_aiproj.,hear,cai > 0,1.2239044179158447,1,Inf
_aiproj.,hear,cprior:cai > 0,1.3517954080225016,0.9621666666666666,25.431718061674008
_aiproj.,inform,cprior > 0,-0.33830540553990224,0.12433333333333332,0.14198705748001522
_aiproj.,inform,cai > 0,1.7455468209949672,1,Inf
_aiproj.,inform,cprior:cai > 0,0.2907142396993949,0.6350833333333333,1.740351678465403
_aiproj.,know,cprior > 0,1.0018075331626468,0.9995833333333334,2399
_aiproj.,know,cai > 0,1.8776365458048727,0.9999166666666667,11999
_aiproj.,know,cprior:cai > 0,-0.2285518771216172,0.40066666666666667,0.6685205784204672
_aiproj.,pretend,cprior > 0,0.5187835794788517,0.9555,21.471910112359552
_aiproj.,pretend,cai > 0,-1.8335407125204042,0,0
_aiproj.,pretend,cprior:cai > 0,1.2708401235728644,0.9165,10.976047904191617
_aiproj.,prove,cprior > 0,0.722701266128595,0.9916666666666667,119
_aiproj.,prove,cai > 0,-0.27804125067398583,0.18,0.21951219512195122
_aiproj.,prove,cprior:cai > 0,0.13738788452072428,0.5664999999999999,1.3068050749711648
_aiproj.,reveal,cprior > 0,0.3400278582470809,0.83425,5.033182503770739
_aiproj.,reveal,cai > 0,1.2251013325160784,1,Inf
_aiproj.,reveal,cprior:cai > 0,-0.6121793013868482,0.19,0.2345679012345679
_aiproj.,say,cprior > 0,0.2292494046205435,0.7819166666666667,3.585403133358808
_aiproj.,say,cai > 0,-0.043489909374020044,0.44408333333333333,0.7988307600059961
_aiproj.,say,cprior:cai > 0,0.6070360019689007,0.743,2.8910505836575875
_aiproj.,see,cprior > 0,0.9509995058417291,0.999,999
_aiproj.,see,cai > 0,0.7608886688428557,0.9960833333333333,254.31914893617022
_aiproj.,see,cprior:cai > 0,0.7368747529403252,0.8481666666666666,5.586169045005488
_aiproj.,suggest,cprior > 0,1.2919408232350458,1,Inf
_aiproj.,suggest,cai > 0,-0.30887533765376446,0.13133333333333333,0.15118956254796623
_aiproj.,suggest,cprior:cai > 0,-0.04312505800376937,0.478,0.9157088122605364
_aiproj.,think,cprior > 0,0.854962326572172,0.9976666666666667,427.57142857142856
_aiproj.,think,cai > 0,-0.8313575689071446,0.0011666666666666668,0.0011680293675955281
_aiproj.,think,cprior:cai > 0,-0.4612062295169353,0.2774166666666667,0.38392342290393267
