item,content,short_trigger,workerid,prior_type,prior_fact,block_ai,ai,prior,projective,eventItemNr,eventItem,contentNew,prior_typeNew,contentFact,cprior,cai,betaProjective,betaAI
hear_charley,charley,hear,45,low_prior,Charley lives in Korea,block1,0.27,0.94,0.14,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.5086746987951807,-0.3883132530120481,0.14144578313253015,0.27089843750000003
hear_charley,charley,hear,109,high_prior,Charley lives in Mexico,block1,0.06999999999999995,0.94,0.88,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.5086746987951807,-0.5883132530120482,0.8784738955823294,0.07167968749999995
hear_charley,charley,hear,198,low_prior,Charley lives in Korea,block1,1,0.37,1,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,-0.06132530120481927,0.3416867469879519,0.9979919678714859,0.998046875
hear_charley,charley,hear,413,high_prior,Charley lives in Mexico,block1,0.99,0.98,0.98,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.5486746987951807,0.33168674698795186,0.9780722891566265,0.9880859375
hear_charley,charley,hear,443,low_prior,Charley lives in Korea,block1,0.45,0.5,0.78,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.06867469879518073,-0.20831325301204812,0.7788755020080321,0.4501953125
hear_charley,charley,hear,522,low_prior,Charley lives in Korea,block1,0.24,0.86,0.55,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.4286746987951807,-0.41831325301204814,0.5497991967871486,0.24101562499999998
hear_charley,charley,hear,536,low_prior,Charley lives in Korea,block1,0.85,0.06,0.11,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,-0.37132530120481927,0.19168674698795185,0.11156626506024096,0.8486328125
hear_charley,charley,hear,548,low_prior,Charley lives in Korea,block1,0.96,0.51,0.97,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.07867469879518074,0.30168674698795184,0.9681124497991968,0.9582031249999999
hear_charley,charley,hear,574,high_prior,Charley lives in Mexico,block1,0.78,0.87,0.75,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.43867469879518073,0.1216867469879519,0.748995983935743,0.77890625
hear_danny,danny,hear,57,high_prior,Danny loves cake,block1,0.8200000000000001,0.83,0.55,11: Danny ate the last cupcake,Danny ate the last cupcake,Danny ate the last cupcake,factH,Danny ate the last cupcake-factH,0.3986746987951807,0.16168674698795193,0.5497991967871486,0.8187500000000001
hear_danny,danny,hear,90,high_prior,Danny loves cake,block1,0.97,0.48,0.98,11: Danny ate the last cupcake,Danny ate the last cupcake,Danny ate the last cupcake,factH,Danny ate the last cupcake-factH,0.048674698795180715,0.31168674698795185,0.9780722891566265,0.9681640625
hear_danny,danny,hear,122,low_prior,Danny is a diabetic,block1,0.85,0.18,0.73,11: Danny ate the last cupcake,Danny ate the last cupcake,Danny ate the last cupcake,factL,Danny ate the last cupcake-factL,-0.2513253012048193,0.19168674698795185,0.7290763052208835,0.8486328125
hear_danny,danny,hear,128,low_prior,Danny is a diabetic,block1,0.41,0.83,0.78,11: Danny ate the last cupcake,Danny ate the last cupcake,Danny ate the last cupcake,factL,Danny ate the last cupcake-factL,0.3986746987951807,-0.24831325301204815,0.7788755020080321,0.4103515625
