block,predicate,hypothesisNEG,estimateNEG,post.probNEG,bfNEG
_projai.,acknowledge,cMean_prior < 0,0.5940620033429516,0.04025,0.04193800468872102
_projai.,admit,cMean_prior < 0,-0.11923762316113115,0.6269166666666667,1.6803663167299532
_projai.,announce,cMean_prior < 0,-0.2087651105651456,0.7329166666666667,2.7441497659906395
_projai.,be.annoyed,cMean_prior < 0,-0.579129815206929,0.9415,16.094017094017094
_projai.,be.right,cMean_prior < 0,0.29960520722127076,0.19708333333333333,0.24545926310326932
_projai.,confess,cMean_prior < 0,0.12491950993180673,0.36341666666666667,0.5708862416546668
_projai.,confirm,cMean_prior < 0,-0.08573743573233414,0.5984166666666667,1.4901431832330359
_projai.,demonstrate,cMean_prior < 0,0.095306584823528,0.3804166666666667,0.6139878950907868
_projai.,discover,cMean_prior < 0,0.32628961759633696,0.20133333333333334,0.25208681135225375
_projai.,establish,cMean_prior < 0,-0.19588660345322076,0.72075,2.5810205908683974
_projai.,hear,cMean_prior < 0,0.02750644342070225,0.47191666666666665,0.8936405239072116
_projai.,inform,cMean_prior < 0,-0.40578311168951525,0.8818333333333332,7.46262341325811
_projai.,know,cMean_prior < 0,0.21599610588287535,0.27358333333333335,0.3766203969255478
_projai.,pretend,cMean_prior < 0,-0.11337359083339191,0.613,1.5839793281653747
_projai.,prove,cMean_prior < 0,-0.02177735493555096,0.5233333333333333,1.097902097902098
_projai.,reveal,cMean_prior < 0,-0.321261495192174,0.84075,5.279434850863423
_projai.,say,cMean_prior < 0,0.023837004321508665,0.4746666666666667,0.9035532994923858
_projai.,see,cMean_prior < 0,0.45067695380602,0.10141666666666668,0.11286283965501252
_projai.,suggest,cMean_prior < 0,-0.46074377601091077,0.9230833333333334,12.001083423618635
_projai.,think,cMean_prior < 0,-0.290374785849707,0.7894166666666667,3.748713889988128
_aiproj.,acknowledge,cMean_prior < 0,0.2407549371021038,0.2529166666666666,0.3385387618516453
_aiproj.,admit,cMean_prior < 0,0.5409854877316023,0.06624999999999999,0.07095046854082998
_aiproj.,announce,cMean_prior < 0,0.3647330425579582,0.14708333333333334,0.17244748412310698
_aiproj.,be.annoyed,cMean_prior < 0,0.8111968692551382,0.02783333333333333,0.028630207440425166
_aiproj.,be.right,cMean_prior < 0,-0.02930415188368094,0.52675,1.1130480718436344
_aiproj.,confess,cMean_prior < 0,0.15082976767270043,0.32916666666666666,0.4906832298136646
_aiproj.,confirm,cMean_prior < 0,0.05302438423076184,0.44475000000000003,0.8009905447996398
_aiproj.,demonstrate,cMean_prior < 0,-0.004570698340895703,0.5045,1.0181634712411705
_aiproj.,discover,cMean_prior < 0,-0.07886585458765658,0.5843333333333334,1.4057738572574179
_aiproj.,establish,cMean_prior < 0,-0.048045672034288625,0.55125,1.2284122562674096
_aiproj.,hear,cMean_prior < 0,0.4760879182513497,0.12450000000000001,0.14220445459737294
_aiproj.,inform,cMean_prior < 0,0.3182002289925005,0.20575000000000002,0.25904941768964435
_aiproj.,know,cMean_prior < 0,-0.23490337040044776,0.7314166666666666,2.723239218119764
_aiproj.,pretend,cMean_prior < 0,-0.0690112896921482,0.57525,1.3543260741612713
_aiproj.,prove,cMean_prior < 0,-0.12379510974543752,0.6248333333333334,1.665482007996446
_aiproj.,reveal,cMean_prior < 0,-0.0517290048730952,0.5513333333333333,1.2288261515601784
_aiproj.,say,cMean_prior < 0,-0.3620802009451693,0.8379166666666666,5.169665809768637
_aiproj.,see,cMean_prior < 0,0.7368104133944077,0.024749999999999998,0.02537810817739041
_aiproj.,suggest,cMean_prior < 0,-0.02357629371638123,0.5204166666666666,1.0851433536055604
_aiproj.,think,cMean_prior < 0,0.2094681199489421,0.28241666666666665,0.3935663685983045
