block,predicate,hypothesis,estimate,post.prob,bf
fullData,acknowledge,cprior > 0,-0.02297989952994413,0.4557,0.8372221201543266
fullData,admit,cprior > 0,-0.2782288932382009,0.0684,0.0734220695577501
fullData,announce,cprior > 0,0.05425222273081076,0.6088999999999999,1.5568908207619534
fullData,be.annoyed,cprior > 0,-0.34858872689764686,0.0623,0.0664391596459422
fullData,be.right,cprior > 0,-0.20233290915550506,0.17049999999999998,0.2055455093429777
fullData,confess,cprior > 0,-0.22310326366215708,0.14559999999999998,0.1704119850187266
fullData,confirm,cprior > 0,-0.17248206775832226,0.18259999999999998,0.2233912405187179
fullData,demonstrate,cprior > 0,0.3461420580378598,0.9543,20.88183807439825
fullData,discover,cprior > 0,0.14208697069989895,0.7258,2.6469730123997084
fullData,establish,cprior > 0,0.3278814659988577,0.9236,12.089005235602095
fullData,hear,cprior > 0,0.5338607036586812,0.9966,293.11764705882354
fullData,inform,cprior > 0,-0.1060977947128761,0.2964,0.4212620807276862
fullData,know,cprior > 0,-0.38575478673525415,0.0402,0.041883725776203376
fullData,pretend,cprior > 0,-0.6810091944376256,6.999999999999999e-4,7.004903432402681e-4
fullData,prove,cprior > 0,-0.03950363267023176,0.42369999999999997,0.7352073572791948
fullData,reveal,cprior > 0,-0.08612241851864572,0.3384,0.5114873035066505
fullData,say,cprior > 0,-0.526562496441736,0.0017000000000000003,0.0017028949213663228
fullData,see,cprior > 0,-0.17190443456191914,0.2008,0.25125125125125125
fullData,suggest,cprior > 0,-0.33397045967429856,0.0495,0.05207785376117833
fullData,think,cprior > 0,-0.32050329747524475,0.0764,0.08271979211779991
