short_trigger,projective,aiMean,priorMean,content,workerid,betaProjective,caiMean,cpriorMean
reveal,0.5,0.5965384615384616,0.8427619047619047,charley,11,0.5,0.019838654236875253,0.41341363538102255
reveal,0.25,0.7208695652173913,0.2666816143497758,charley,29,0.2504950495049505,0.144169757915805,-0.1626666550311064
reveal,0.05,0.7208695652173913,0.2666816143497758,charley,83,0.05089108910891089,0.144169757915805,-0.1626666550311064
reveal,0.73,0.5965384615384616,0.8427619047619047,charley,92,0.7295445544554455,0.019838654236875253,0.41341363538102255
reveal,0,0.7208695652173913,0.2666816143497758,charley,101,9.9009900990099e-4,0.144169757915805,-0.1626666550311064
reveal,0.86,0.5965384615384616,0.8427619047619047,charley,156,0.8592871287128713,0.019838654236875253,0.41341363538102255
reveal,0.95,0.5965384615384616,0.8427619047619047,charley,177,0.9491089108910892,0.019838654236875253,0.41341363538102255
reveal,0.62,0.7208695652173913,0.2666816143497758,charley,189,0.6197623762376238,0.144169757915805,-0.1626666550311064
reveal,1,0.7208695652173913,0.2666816143497758,charley,209,0.999009900990099,0.144169757915805,-0.1626666550311064
reveal,0.92,0.7208695652173913,0.2666816143497758,charley,213,0.9191683168316832,0.144169757915805,-0.1626666550311064
reveal,0.96,0.7208695652173913,0.2666816143497758,charley,268,0.959089108910891,0.144169757915805,-0.1626666550311064
reveal,0.99,0.7208695652173913,0.2666816143497758,charley,273,0.989029702970297,0.144169757915805,-0.1626666550311064
reveal,0.8,0.5965384615384616,0.8427619047619047,charley,284,0.7994059405940594,0.019838654236875253,0.41341363538102255
reveal,0.53,0.7208695652173913,0.2666816143497758,charley,323,0.529940594059406,0.144169757915805,-0.1626666550311064
reveal,0.47,0.7208695652173913,0.2666816143497758,charley,340,0.470059405940594,0.144169757915805,-0.1626666550311064
reveal,0.99,0.7208695652173913,0.2666816143497758,charley,463,0.989029702970297,0.144169757915805,-0.1626666550311064
reveal,0.52,0.5965384615384616,0.8427619047619047,charley,496,0.519960396039604,0.019838654236875253,0.41341363538102255
reveal,0.65,0.5965384615384616,0.8427619047619047,charley,500,0.6497029702970297,0.019838654236875253,0.41341363538102255
reveal,0.8,0.5965384615384616,0.8427619047619047,charley,528,0.7994059405940594,0.019838654236875253,0.41341363538102255
reveal,0.24,0.5965384615384616,0.8427619047619047,charley,538,0.2405148514851485,0.019838654236875253,0.41341363538102255
