block,predicate,hypothesis,estimate,post.prob,bf
fullData,acknowledge,cpriorMean > 0,0.5938836692423635,0.9947916666666666,191
fullData,acknowledge,caiMean > 0,1.3379631828105187,0.9085416666666667,9.933940774487471
fullData,acknowledge,caiMean:cpriorMean > 0,3.066419024196852,0.7854166666666668,3.6601941747572817
fullData,admit,cpriorMean > 0,0.6120222434776894,0.9972916666666667,368.2307692307692
fullData,admit,caiMean > 0,1.8067514242394098,0.966875,29.18867924528302
fullData,admit,caiMean:cpriorMean > 0,1.9630424580036983,0.7022916666666666,2.358992302309307
fullData,announce,cpriorMean > 0,0.9295856605440891,1,Inf
fullData,announce,caiMean > 0,0.7045479509754367,0.8286805555555555,4.8370490474260235
fullData,announce,caiMean:cpriorMean > 0,4.670954725236863,0.9643055555555555,27.01556420233463
fullData,be.annoyed,cpriorMean > 0,1.1597208855144712,1,Inf
fullData,be.annoyed,caiMean > 0,6.081814118380903,1,Inf
fullData,be.annoyed,caiMean:cpriorMean > 0,6.082345954323126,0.8880555555555555,7.933002481389578
fullData,be.right,cpriorMean > 0,0.9370414586114311,0.9999305555555555,14399
fullData,be.right,caiMean > 0,2.2454849992420947,0.9781944444444445,44.859872611464965
fullData,be.right,caiMean:cpriorMean > 0,2.7374235882297597,0.7271527777777778,2.6650547213031306
fullData,confess,cpriorMean > 0,0.6757474923683964,0.9989583333333333,959
fullData,confess,caiMean > 0,0.9074609965761854,0.8640972222222222,6.358201328564129
fullData,confess,caiMean:cpriorMean > 0,1.6578936465585992,0.7161805555555555,2.5233667726939073
fullData,confirm,cpriorMean > 0,0.6428727596974361,0.9980555555555556,513.2857142857143
fullData,confirm,caiMean > 0,2.328594403230677,0.9938194444444445,160.79775280898878
fullData,confirm,caiMean:cpriorMean > 0,0.7536009940447826,0.5831944444444445,1.3992002665778074
fullData,demonstrate,cpriorMean > 0,0.7678659100196259,0.9995138888888889,2056.1428571428573
fullData,demonstrate,caiMean > 0,1.2587862242907462,0.9084722222222222,9.925644916540213
fullData,demonstrate,caiMean:cpriorMean > 0,4.564652042399814,0.9284027777777778,12.967022308438409
fullData,discover,cpriorMean > 0,0.6619984001195236,0.9984722222222222,653.5454545454545
fullData,discover,caiMean > 0,0.7911488047011535,0.8651388888888889,6.4150360453141095
fullData,discover,caiMean:cpriorMean > 0,1.0185948339657984,0.6378472222222222,1.7612655800575263
fullData,establish,cpriorMean > 0,1.2440112263092993,1,Inf
fullData,establish,caiMean > 0,-0.4395966674455911,0.3092361111111111,0.44767266512516335
fullData,establish,caiMean:cpriorMean > 0,1.3501466520741412,0.6634722222222222,1.971522905489063
fullData,hear,cpriorMean > 0,0.5526828511774695,0.9892361111111111,91.90322580645162
fullData,hear,caiMean > 0,2.8154606013531596,0.9984722222222222,653.5454545454545
fullData,hear,caiMean:cpriorMean > 0,5.07752847384013,0.9221527777777778,11.845673505798395
fullData,inform,cpriorMean > 0,0.5510551297666411,0.9929861111111111,141.5742574257426
fullData,inform,caiMean > 0,2.122667777145019,0.9767361111111111,41.985074626865675
fullData,inform,caiMean:cpriorMean > 0,8.107709296714777,0.9795833333333334,47.97959183673469
fullData,know,cpriorMean > 0,1.035189546231806,1,Inf
fullData,know,caiMean > 0,1.3593169756177084,0.9110416666666666,10.241217798594848
fullData,know,caiMean:cpriorMean > 0,-0.20705454709252996,0.4748611111111111,0.9042581327691087
fullData,pretend,cpriorMean > 0,0.3351505347082625,0.9168055555555555,11.020033388981636
fullData,pretend,caiMean > 0,-2.6899184845949677,0.007847222222222222,0.007909288164065234
fullData,pretend,caiMean:cpriorMean > 0,-3.6627812411997183,0.16333333333333333,0.1952191235059761
fullData,prove,cpriorMean > 0,1.020040138872855,1,Inf
fullData,prove,caiMean > 0,0.3959980521425021,0.6726388888888889,2.0547305897327113
fullData,prove,caiMean:cpriorMean > 0,5.575330580685204,0.9379166666666665,15.10738255033557
fullData,reveal,cpriorMean > 0,0.5453141381389791,0.9939583333333334,164.51724137931035
fullData,reveal,caiMean > 0,1.449375451428291,0.9513194444444445,19.542082738944366
fullData,reveal,caiMean:cpriorMean > 0,-1.4272291240267234,0.335625,0.5051740357478833
fullData,say,cpriorMean > 0,0.5411365569572456,0.9877083333333333,80.35593220338983
fullData,say,caiMean > 0,-1.0780171379760475,0.094375,0.10420979986197378
fullData,say,caiMean:cpriorMean > 0,-1.4430037544126628,0.3238194444444445,0.4788949368388621
fullData,see,cpriorMean > 0,0.9024145382225485,1,Inf
fullData,see,caiMean > 0,2.288268413398455,0.998125,532.3333333333334
fullData,see,caiMean:cpriorMean > 0,-2.25803005786775,0.22541666666666665,0.29101667563206024
fullData,suggest,cpriorMean > 0,1.16382715129119,1,Inf
fullData,suggest,caiMean > 0,-0.15288262321040622,0.41618055555555555,0.7128583323420958
fullData,suggest,caiMean:cpriorMean > 0,1.8397322660476183,0.7315972222222222,2.725743855109961
fullData,think,cpriorMean > 0,0.8526882621355696,0.9997916666666666,4799
fullData,think,caiMean > 0,-0.736548917987564,0.1975,0.24610591900311526
fullData,think,caiMean:cpriorMean > 0,-0.32380324715776704,0.4590972222222222,0.848761073308512
