short_trigger,projective,aiMean,priorMean,content,workerid,betaProjective,caiMean,cpriorMean
establish,0.04,0.35419354838709677,0.8427619047619047,charley,65,0.04091089108910891,-0.019189501570394174,0.4069027549559679
establish,0.46,0.35419354838709677,0.8427619047619047,charley,71,0.4600792079207921,-0.019189501570394174,0.4069027549559679
establish,0.12,0.35419354838709677,0.8427619047619047,charley,94,0.12075247524752476,-0.019189501570394174,0.4069027549559679
establish,0.5,0.33107142857142857,0.2666816143497758,charley,97,0.5,-0.04231162138606237,-0.16917753545616104
establish,0.9,0.35419354838709677,0.8427619047619047,charley,128,0.8992079207920792,-0.019189501570394174,0.4069027549559679
establish,0.15,0.35419354838709677,0.8427619047619047,charley,141,0.1506930693069307,-0.019189501570394174,0.4069027549559679
establish,0.02,0.33107142857142857,0.2666816143497758,charley,142,0.02095049504950495,-0.04231162138606237,-0.16917753545616104
establish,0.21,0.33107142857142857,0.2666816143497758,charley,195,0.21057425742574257,-0.04231162138606237,-0.16917753545616104
establish,1,0.35419354838709677,0.8427619047619047,charley,197,0.999009900990099,-0.019189501570394174,0.4069027549559679
establish,0.38,0.33107142857142857,0.2666816143497758,charley,203,0.38023762376237624,-0.04231162138606237,-0.16917753545616104
establish,0.64,0.33107142857142857,0.2666816143497758,charley,208,0.6397227722772277,-0.04231162138606237,-0.16917753545616104
establish,0.01,0.35419354838709677,0.8427619047619047,charley,231,0.01097029702970297,-0.019189501570394174,0.4069027549559679
establish,0.35,0.33107142857142857,0.2666816143497758,charley,292,0.3502970297029703,-0.04231162138606237,-0.16917753545616104
establish,0,0.33107142857142857,0.2666816143497758,charley,294,9.9009900990099e-4,-0.04231162138606237,-0.16917753545616104
establish,0.59,0.33107142857142857,0.2666816143497758,charley,331,0.5898217821782178,-0.04231162138606237,-0.16917753545616104
establish,0.13,0.33107142857142857,0.2666816143497758,charley,348,0.13073267326732674,-0.04231162138606237,-0.16917753545616104
establish,0.09,0.35419354838709677,0.8427619047619047,charley,371,0.0908118811881188,-0.019189501570394174,0.4069027549559679
establish,0.94,0.35419354838709677,0.8427619047619047,charley,375,0.9391287128712872,-0.019189501570394174,0.4069027549559679
