block,predicate,hypothesisNEG,estimateNEG,post.probNEG,bfNEG
fullData,acknowledge,cprior < 0,0.6387552533188213,0.0035999999999999995,0.0036130068245684463
fullData,acknowledge,cai < 0,1.1183447842117864,0,0
fullData,acknowledge,cprior:cai < 0,-0.719211846412057,0.9309,13.47178002894356
fullData,admit,cprior < 0,0.6678694327733946,0.0014,0.0014019627478469858
fullData,admit,cai < 0,0.9114811355425428,2e-4,2.0004000800160032e-4
fullData,admit,cprior:cai < 0,0.29125496008548724,0.2615,0.35409614082599866
fullData,announce,cprior < 0,0.8290327526656323,0.0015999999999999999,0.0016025641025641025
fullData,announce,cai < 0,0.7810363554179306,0,0
fullData,announce,cprior:cai < 0,-0.5684978958444649,0.8757,7.0450522928399035
fullData,be.annoyed,cprior < 0,1.0677298343060737,0,0
fullData,be.annoyed,cai < 0,1.932342829278638,0,0
fullData,be.annoyed,cprior:cai < 0,1.050315910232224,0.09150000000000001,0.10071546505228399
fullData,be.right,cprior < 0,1.2422861180096967,0,0
fullData,be.right,cai < 0,1.2070325064796394,0,0
fullData,be.right,cprior:cai < 0,0.29942843136257435,0.34800000000000003,0.5337423312883436
fullData,confess,cprior < 0,0.6087528860460644,0.005199999999999999,0.005227181342983514
fullData,confess,cai < 0,0.8491051325024418,6e-4,6.003602161296778e-4
fullData,confess,cprior:cai < 0,-0.36508662287309057,0.7784,3.512635379061372
fullData,confirm,cprior < 0,0.9070361798757003,0,0
fullData,confirm,cai < 0,0.7802615784809322,1e-4,1.0001000100010001e-4
fullData,confirm,cprior:cai < 0,-0.4296302255352073,0.7953000000000001,3.8851978505129456
fullData,demonstrate,cprior < 0,0.9207332720710265,0,0
fullData,demonstrate,cai < 0,0.4070586536503738,0.0158,0.016053647632595
fullData,demonstrate,cprior:cai < 0,-0.3105771185676306,0.7463,2.9416633819471816
fullData,discover,cprior < 0,0.6011517970417228,0.0025999999999999994,0.0026067776218167233
fullData,discover,cai < 0,1.0614798189101926,0,0
fullData,discover,cprior:cai < 0,0.005679609329349578,0.49770000000000003,0.9908421262193908
fullData,establish,cprior < 0,1.0150646539923434,0,0
fullData,establish,cai < 0,-0.042319443103920516,0.5792999999999999,1.376990729736154
fullData,establish,cprior:cai < 0,0.2765431837335975,0.31060000000000004,0.45053669857847406
fullData,hear,cprior < 0,0.7458145327966192,2e-4,2.0004000800160032e-4
fullData,hear,cai < 0,1.2802730463755625,0,0
fullData,hear,cprior:cai < 0,-0.04768134704797267,0.5374,1.1616947686986598
fullData,inform,cprior < 0,0.31726489272936326,0.056799999999999996,0.06022052586938083
fullData,inform,cai < 0,1.6015433296849337,0,0
fullData,inform,cprior:cai < 0,-0.11345406632663724,0.5884999999999999,1.4301336573511543
fullData,know,cprior < 0,1.3287787370769053,0,0
fullData,know,cai < 0,1.7929623376087405,0,0
fullData,know,cprior:cai < 0,0.5252738487269049,0.1829,0.22384041121037818
fullData,pretend,cprior < 0,0.7825589689230953,0,0
fullData,pretend,cai < 0,-1.490399989993875,1,Inf
fullData,pretend,cprior:cai < 0,1.7337491947863877,0.0035,0.0035122930255895636
fullData,prove,cprior < 0,1.0580404573220845,0,0
fullData,prove,cai < 0,0.1301793361515515,0.2996,0.4277555682467162
fullData,prove,cprior:cai < 0,0.2639376727266631,0.313,0.4556040756914119
fullData,reveal,cprior < 0,0.454535075097335,0.021699999999999997,0.02218133496882347
fullData,reveal,cai < 0,0.868107742417457,0,0
fullData,reveal,cprior:cai < 0,-0.1970184228957268,0.6628000000000001,1.9655990510083037
fullData,say,cprior < 0,0.7146295922406394,7.999999999999999e-4,8.006405124099279e-4
fullData,say,cai < 0,-0.2120885565648194,0.8496,5.648936170212766
fullData,say,cprior:cai < 0,0.8192000062889571,0.0798,0.08672027820039122
fullData,see,cprior < 0,0.8467568930963418,0,0
fullData,see,cai < 0,1.0324157475626925,0,0
fullData,see,cprior:cai < 0,-0.687728383877497,0.9182,11.224938875305623
fullData,suggest,cprior < 0,1.2989555385922615,0,0
fullData,suggest,cai < 0,-0.30417945077895386,0.9491,18.64636542239686
fullData,suggest,cprior:cai < 0,-0.2219284646615038,0.6509,1.864508736751647
fullData,think,cprior < 0,1.0301302204976985,0,0
fullData,think,cai < 0,-0.5681108358971736,0.9987,768.2307692307693
fullData,think,cprior:cai < 0,-0.6396587432659233,0.8871,7.857395925597874
