content,trigger_class,block,question_type,workerid,slide_number_in_experiment,prior_fact,rt,Answer.time_in_minutes,trigger,prior,response,short_trigger
muffins,MC,block2,projective,284,45,Muffins are sold at the bakery,9791,11.48155,MC,,0.1,MC
frank,C,block2,projective,284,46,Frank has always wanted a pet,10506,11.48155,be_annoyed,high_prior,0.96,be_annoyed
josie,C,block2,projective,284,47,Josie doesn't have a passport,19802,11.48155,say,low_prior,0.07,say
pizza,MC,block2,projective,284,48,Pizza is sold at the pizzeria,9177,11.48155,MC,,0.04,MC
josh,C,block2,projective,284,49,Josh is a 75-year old man,12006,11.48155,be_right,low_prior,0.16,be_right
jackson,C,block2,projective,284,50,Jackson is training for a marathon,8278,11.48155,know,high_prior,0.91,know
tony,C,block2,projective,284,51,Tony has been sober for 20 years,8868,11.48155,confirm,low_prior,0.08,confirm
ballet,MC,block2,projective,284,52,Ballet is a type of dance,6340,11.48155,MC,,0.05,MC
hat,MC,block2,projective,284,53,Hats are worn on the head,8184,11.48155,MC,,0.05,MC
garage,MC,block2,projective,284,54,Garages are used to store cars and other things,17839,11.48155,MC,,0.07,MC
danny,C,block2,projective,284,55,Danny is a diabetic,21022,11.48155,pretend,low_prior,0.1,pretend
isabella,C,block2,projective,284,56,Isabella is from Argentina,14292,11.48155,hear,high_prior,0.91,hear
emily,C,block2,projective,284,57,Emily has been saving for a year,11018,11.48155,reveal,high_prior,0.11,reveal
olivia,C,block1,projective,285,5,Olivia works the third shift,13516,6.786383333333333,prove,high_prior,0.5,prove
tony,C,block1,projective,285,6,Tony really likes to party with his friends,10489,6.786383333333333,confirm,high_prior,0.38,confirm
josie,C,block1,projective,285,7,Josie doesn't have a passport,11427,6.786383333333333,reveal,low_prior,0.21,reveal
emma,C,block1,projective,285,8,Emma is in law school,9119,6.786383333333333,pretend,high_prior,0.81,pretend
jackson,C,block1,projective,285,9,Jackson is obese,12071,6.786383333333333,confess,low_prior,0,confess
grace,C,block1,projective,285,10,Grace hates her sister,7055,6.786383333333333,hear,low_prior,0.54,hear
mia,C,block1,projective,285,11,Mia is a nun,9913,6.786383333333333,see,low_prior,0.42,see
danny,C,block1,projective,285,12,Danny loves cake,9389,6.786383333333333,say,high_prior,0.64,say
emily,C,block1,projective,285,13,Emily has been saving for a year,8211,6.786383333333333,be_annoyed,high_prior,0.81,be_annoyed
frank,C,block1,projective,285,14,Frank is allergic to cats,11736,6.786383333333333,inform,low_prior,0.57,inform
kids,MC,block1,projective,285,15,Many children like ice cream,14607,6.786383333333333,MC,,0.27,MC
josh,C,block1,projective,285,16,Josh is a 75-year old man,10888,6.786383333333333,discover,low_prior,0.11,discover
jon,C,block1,projective,285,17,Jon lives 2 blocks away from work,11390,6.786383333333333,know,high_prior,0.85,know
mary,C,block1,projective,285,18,Mary is taking a prenatal yoga class,10359,6.786383333333333,acknowledge,high_prior,1,acknowledge
ballet,MC,block1,projective,285,19,Ballet is a type of dance,7386,6.786383333333333,MC,,0.19,MC
charley,C,block1,projective,285,20,Charley lives in Korea,9050,6.786383333333333,think,low_prior,0.18,think
isabella,C,block1,projective,285,21,Isabella is from Argentina,7750,6.786383333333333,be_right,high_prior,0.15,be_right
sophia,C,block1,projective,285,22,Sophia is a high end fashion model,8361,6.786383333333333,announce,low_prior,0.62,announce
hat,MC,block1,projective,285,23,Hats are worn on the head,6841,6.786383333333333,MC,,0.51,MC
zoe,C,block1,projective,285,24,Zoe is 5 years old,9340,6.786383333333333,demonstrate,low_prior,0.12,demonstrate
pizza,MC,block1,projective,285,25,Pizza is sold at the pizzeria,7869,6.786383333333333,MC,,0,MC
garage,MC,block1,projective,285,26,Garages are used to store cars and other things,9390,6.786383333333333,MC,,0.52,MC
muffins,MC,block1,projective,285,27,Muffins are sold at the bakery,4613,6.786383333333333,MC,,0,MC
jayden,C,block1,projective,285,28,Jayden's car is in the shop,10040,6.786383333333333,suggest,high_prior,0.4,suggest
julian,C,block1,projective,285,29,Julian is Cuban,7906,6.786383333333333,admit,high_prior,0.62,admit
owen,C,block1,projective,285,30,Owen lives in New Orleans,10989,6.786383333333333,establish,low_prior,0.8,establish
charley,C,block2,prior,285,32,Charley lives in Korea,5397,6.786383333333333,think,low_prior,0.35,think
mary,C,block2,prior,285,33,Mary is taking a prenatal yoga class,3746,6.786383333333333,acknowledge,high_prior,0.85,acknowledge
garage,MC,block2,prior,285,34,Garages are used to store cars and other things,6836,6.786383333333333,MC,,0.5,MC
ballet,MC,block2,prior,285,35,Ballet is a type of dance,4653,6.786383333333333,MC,,0.49,MC
isabella,C,block2,prior,285,36,Isabella is from Argentina,2948,6.786383333333333,be_right,high_prior,0.5,be_right
zoe,C,block2,prior,285,37,Zoe is 5 years old,2308,6.786383333333333,demonstrate,low_prior,0.25,demonstrate
sophia,C,block2,prior,285,38,Sophia is a high end fashion model,2968,6.786383333333333,announce,low_prior,0.53,announce
grace,C,block2,prior,285,39,Grace hates her sister,3294,6.786383333333333,hear,low_prior,0.28,hear
josie,C,block2,prior,285,40,Josie doesn't have a passport,3273,6.786383333333333,reveal,low_prior,0,reveal
mia,C,block2,prior,285,41,Mia is a nun,4831,6.786383333333333,see,low_prior,0.15,see
danny,C,block2,prior,285,42,Danny loves cake,3743,6.786383333333333,say,high_prior,0.58,say
owen,C,block2,prior,285,43,Owen lives in New Orleans,5006,6.786383333333333,establish,low_prior,0.14,establish
josh,C,block2,prior,285,44,Josh is a 75-year old man,2713,6.786383333333333,discover,low_prior,0.19,discover
emily,C,block2,prior,285,45,Emily has been saving for a year,4597,6.786383333333333,be_annoyed,high_prior,0.58,be_annoyed
jayden,C,block2,prior,285,46,Jayden's car is in the shop,3592,6.786383333333333,suggest,high_prior,0.68,suggest
tony,C,block2,prior,285,47,Tony really likes to party with his friends,4223,6.786383333333333,confirm,high_prior,0.84,confirm
hat,MC,block2,prior,285,48,Hats are worn on the head,4945,6.786383333333333,MC,,0.5,MC
olivia,C,block2,prior,285,49,Olivia works the third shift,4497,6.786383333333333,prove,high_prior,0.62,prove
frank,C,block2,prior,285,50,Frank is allergic to cats,3408,6.786383333333333,inform,low_prior,0.17,inform
emma,C,block2,prior,285,51,Emma is in law school,4287,6.786383333333333,pretend,high_prior,0.8,pretend
muffins,MC,block2,prior,285,52,Muffins are sold at the bakery,3785,6.786383333333333,MC,,0.48,MC
jon,C,block2,prior,285,53,Jon lives 2 blocks away from work,3391,6.786383333333333,know,high_prior,0.74,know
jackson,C,block2,prior,285,54,Jackson is obese,2977,6.786383333333333,confess,low_prior,0.13,confess
julian,C,block2,prior,285,55,Julian is Cuban,2567,6.786383333333333,admit,high_prior,0.54,admit
kids,MC,block2,prior,285,56,Many children like ice cream,3790,6.786383333333333,MC,,0.49,MC
pizza,MC,block2,prior,285,57,Pizza is sold at the pizzeria,4032,6.786383333333333,MC,,0.47,MC
zoe,C,block1,prior,286,5,Zoe is 5 years old,12830,7.750183333333333,hear,low_prior,0.22,hear
ballet,MC,block1,prior,286,6,Ballet is a type of dance,9881,7.750183333333333,MC,,0.49,MC
olivia,C,block1,prior,286,7,Olivia has two small children,6413,7.750183333333333,be_right,low_prior,0.25,be_right
pizza,MC,block1,prior,286,8,Pizza is sold at the pizzeria,7683,7.750183333333333,MC,,0.48,MC
sophia,C,block1,prior,286,9,Sophia is a high end fashion model,5857,7.750183333333333,demonstrate,low_prior,0.51,demonstrate
julian,C,block1,prior,286,10,Julian is Cuban,11242,7.750183333333333,confirm,high_prior,0.5,confirm
frank,C,block1,prior,286,11,Frank is allergic to cats,6566,7.750183333333333,discover,low_prior,1,discover
josh,C,block1,prior,286,12,Josh is a 5-year old boy,4661,7.750183333333333,be_annoyed,high_prior,0.5,be_annoyed
mary,C,block1,prior,286,13,Mary is taking a prenatal yoga class,12162,7.750183333333333,inform,high_prior,1,inform
garage,MC,block1,prior,286,14,Garages are used to store cars and other things,8509,7.750183333333333,MC,,0.49,MC
emily,C,block1,prior,286,15,Emily has been saving for a year,5188,7.750183333333333,announce,high_prior,0.5,announce
danny,C,block1,prior,286,16,Danny is a diabetic,6039,7.750183333333333,say,low_prior,0.29,say
jayden,C,block1,prior,286,17,Jayden doesn't have a driver's license,11289,7.750183333333333,establish,low_prior,0,establish
hat,MC,block1,prior,286,18,Hats are worn on the head,4803,7.750183333333333,MC,,0.49,MC
emma,C,block1,prior,286,19,Emma is in law school,6501,7.750183333333333,pretend,high_prior,0.52,pretend
jackson,C,block1,prior,286,20,Jackson is training for a marathon,4795,7.750183333333333,suggest,high_prior,0.74,suggest
isabella,C,block1,prior,286,21,Isabella is a vegetarian,4263,7.750183333333333,see,low_prior,0,see
owen,C,block1,prior,286,22,Owen lives in Chicago,5352,7.750183333333333,think,high_prior,0.51,think
tony,C,block1,prior,286,23,Tony really likes to party with his friends,4852,7.750183333333333,prove,high_prior,0.5,prove
mia,C,block1,prior,286,24,Mia is a nun,4606,7.750183333333333,acknowledge,low_prior,0.51,acknowledge
grace,C,block1,prior,286,25,Grace loves her sister,6547,7.750183333333333,confess,high_prior,0.51,confess
jon,C,block1,prior,286,26,Jon lives 10 miles away from work,5038,7.750183333333333,know,low_prior,0.2,know
kids,MC,block1,prior,286,27,Many children like ice cream,4362,7.750183333333333,MC,,0.5,MC
josie,C,block1,prior,286,28,Josie loves France,4805,7.750183333333333,reveal,high_prior,0.73,reveal
charley,C,block1,prior,286,29,Charley lives in Korea,4747,7.750183333333333,admit,low_prior,0.5,admit
muffins,MC,block1,prior,286,30,Muffins are sold at the bakery,6178,7.750183333333333,MC,,0.5,MC
jackson,C,block2,projective,286,32,Jackson is training for a marathon,17002,7.750183333333333,suggest,high_prior,0,suggest
pizza,MC,block2,projective,286,33,Pizza is sold at the pizzeria,12130,7.750183333333333,MC,,0,MC
emily,C,block2,projective,286,34,Emily has been saving for a year,4897,7.750183333333333,announce,high_prior,0,announce
isabella,C,block2,projective,286,35,Isabella is a vegetarian,12224,7.750183333333333,see,low_prior,0,see
olivia,C,block2,projective,286,36,Olivia has two small children,5320,7.750183333333333,be_right,low_prior,0,be_right
danny,C,block2,projective,286,37,Danny is a diabetic,6346,7.750183333333333,say,low_prior,0,say
owen,C,block2,projective,286,38,Owen lives in Chicago,4432,7.750183333333333,think,high_prior,0.49,think
zoe,C,block2,projective,286,39,Zoe is 5 years old,5235,7.750183333333333,hear,low_prior,0,hear
jon,C,block2,projective,286,40,Jon lives 10 miles away from work,7783,7.750183333333333,know,low_prior,0,know
garage,MC,block2,projective,286,41,Garages are used to store cars and other things,3821,7.750183333333333,MC,,0,MC
kids,MC,block2,projective,286,42,Many children like ice cream,9355,7.750183333333333,MC,,0,MC
julian,C,block2,projective,286,43,Julian is Cuban,3508,7.750183333333333,confirm,high_prior,0,confirm
charley,C,block2,projective,286,44,Charley lives in Korea,5800,7.750183333333333,admit,low_prior,0,admit
emma,C,block2,projective,286,45,Emma is in law school,5746,7.750183333333333,pretend,high_prior,0,pretend
frank,C,block2,projective,286,46,Frank is allergic to cats,8827,7.750183333333333,discover,low_prior,0,discover
grace,C,block2,projective,286,47,Grace loves her sister,5481,7.750183333333333,confess,high_prior,0,confess
mary,C,block2,projective,286,48,Mary is taking a prenatal yoga class,4494,7.750183333333333,inform,high_prior,1,inform
tony,C,block2,projective,286,49,Tony really likes to party with his friends,4330,7.750183333333333,prove,high_prior,0,prove
jayden,C,block2,projective,286,50,Jayden doesn't have a driver's license,3396,7.750183333333333,establish,low_prior,1,establish
josie,C,block2,projective,286,51,Josie loves France,6327,7.750183333333333,reveal,high_prior,0,reveal
mia,C,block2,projective,286,52,Mia is a nun,3476,7.750183333333333,acknowledge,low_prior,0,acknowledge
muffins,MC,block2,projective,286,53,Muffins are sold at the bakery,3272,7.750183333333333,MC,,0,MC
sophia,C,block2,projective,286,54,Sophia is a high end fashion model,3865,7.750183333333333,demonstrate,low_prior,0,demonstrate
josh,C,block2,projective,286,55,Josh is a 5-year old boy,5904,7.750183333333333,be_annoyed,high_prior,0,be_annoyed
hat,MC,block2,projective,286,56,Hats are worn on the head,3900,7.750183333333333,MC,,0,MC
ballet,MC,block2,projective,286,57,Ballet is a type of dance,6759,7.750183333333333,MC,,0,MC
jayden,C,block1,prior,287,5,Jayden's car is in the shop,9003,18.286533333333335,pretend,high_prior,0.49,pretend
pizza,MC,block1,prior,287,6,Pizza is sold at the pizzeria,14945,18.286533333333335,MC,,0.49,MC
kids,MC,block1,prior,287,7,Many children like ice cream,12839,18.286533333333335,MC,,0.49,MC
hat,MC,block1,prior,287,8,Hats are worn on the head,9426,18.286533333333335,MC,,0.49,MC
julian,C,block1,prior,287,9,Julian is Cuban,8309,18.286533333333335,announce,high_prior,0.59,announce
isabella,C,block1,prior,287,10,Isabella is a vegetarian,11741,18.286533333333335,be_annoyed,low_prior,0,be_annoyed
josie,C,block1,prior,287,11,Josie doesn't have a passport,11318,18.286533333333335,establish,low_prior,0,establish
zoe,C,block1,prior,287,12,Zoe is 5 years old,15564,18.286533333333335,think,low_prior,0,think
emily,C,block1,prior,287,13,Emily never has any money,17850,18.286533333333335,acknowledge,low_prior,0,acknowledge
sophia,C,block1,prior,287,14,Sophia is a high end fashion model,6454,18.286533333333335,reveal,low_prior,0.5,reveal
jon,C,block1,prior,287,15,Jon lives 10 miles away from work,8200,18.286533333333335,see,low_prior,0.26,see
mia,C,block1,prior,287,16,Mia is a college student,7203,18.286533333333335,hear,high_prior,0.75,hear
owen,C,block1,prior,287,17,Owen lives in Chicago,18741,18.286533333333335,be_right,high_prior,0.74,be_right
charley,C,block1,prior,287,18,Charley lives in Korea,8097,18.286533333333335,know,low_prior,0.48,know
ballet,MC,block1,prior,287,19,Ballet is a type of dance,13281,18.286533333333335,MC,,0.49,MC
muffins,MC,block1,prior,287,20,Muffins are sold at the bakery,11218,18.286533333333335,MC,,0.49,MC
frank,C,block1,prior,287,21,Frank has always wanted a pet,5620,18.286533333333335,admit,high_prior,0.51,admit
danny,C,block1,prior,287,22,Danny loves cake,5922,18.286533333333335,demonstrate,high_prior,0.51,demonstrate
olivia,C,block1,prior,287,23,Olivia works the third shift,14764,18.286533333333335,prove,high_prior,0.31,prove
josh,C,block1,prior,287,24,Josh is a 5-year old boy,23513,18.286533333333335,say,high_prior,0.49,say
garage,MC,block1,prior,287,25,Garages are used to store cars and other things,13581,18.286533333333335,MC,,0.49,MC
emma,C,block1,prior,287,26,Emma is in law school,10737,18.286533333333335,inform,high_prior,0.7,inform
grace,C,block1,prior,287,27,Grace hates her sister,15579,18.286533333333335,confirm,low_prior,0.12,confirm
jackson,C,block1,prior,287,28,Jackson is training for a marathon,9164,18.286533333333335,confess,high_prior,1,confess
mary,C,block1,prior,287,29,Mary is a middle school student,10240,18.286533333333335,discover,low_prior,0.08,discover
tony,C,block1,prior,287,30,Tony has been sober for 20 years,17913,18.286533333333335,suggest,low_prior,0.03,suggest
emma,C,block2,projective,287,32,Emma is in law school,27749,18.286533333333335,inform,high_prior,1,inform
mary,C,block2,projective,287,33,Mary is a middle school student,12226,18.286533333333335,discover,low_prior,0.62,discover
emily,C,block2,projective,287,34,Emily never has any money,42700,18.286533333333335,acknowledge,low_prior,0.66,acknowledge
ballet,MC,block2,projective,287,35,Ballet is a type of dance,13583,18.286533333333335,MC,,0,MC
tony,C,block2,projective,287,36,Tony has been sober for 20 years,12355,18.286533333333335,suggest,low_prior,0.31,suggest
jayden,C,block2,projective,287,37,Jayden's car is in the shop,18545,18.286533333333335,pretend,high_prior,0,pretend
owen,C,block2,projective,287,38,Owen lives in Chicago,18922,18.286533333333335,be_right,high_prior,0.63,be_right
jackson,C,block2,projective,287,39,Jackson is training for a marathon,19428,18.286533333333335,confess,high_prior,0.7,confess
danny,C,block2,projective,287,40,Danny loves cake,31859,18.286533333333335,demonstrate,high_prior,0.3,demonstrate
josie,C,block2,projective,287,41,Josie doesn't have a passport,21525,18.286533333333335,establish,low_prior,0.18,establish
