block,predicate,hypothesisNEG,estimateNEG,post.probNEG,bfNEG
fullData,acknowledge,cMean_prior < 0,0.8579665619518129,0.0032,0.0032102728731942215
fullData,acknowledge,cai < 0,0.9939842579478503,0,0
fullData,acknowledge,cMean_prior:cai < 0,1.383775712580965,0.0139,0.014095933475306764
fullData,admit,cMean_prior < 0,0.6286713522698463,0.021699999999999997,0.02218133496882347
fullData,admit,cai < 0,0.786896739601755,0.0012000000000000001,0.0012014417300760913
fullData,admit,cMean_prior:cai < 0,-1.7283859919797244,0.9961,255.4102564102564
fullData,announce,cMean_prior < 0,0.6853489291145123,0.004699999999999999,0.00472219431327238
fullData,announce,cai < 0,0.6680978154191584,0.0087,0.008776354282255623
fullData,announce,cMean_prior:cai < 0,1.543430729744865,0.007099999999999999,0.00715077047033941
fullData,be.annoyed,cMean_prior < 0,1.3339938957728081,0,0
fullData,be.annoyed,cai < 0,2.2447356327875374,0,0
fullData,be.annoyed,cMean_prior:cai < 0,-0.8997057928514289,0.766,3.2735042735042734
fullData,be.right,cMean_prior < 0,0.6477238160641084,0.015400000000000002,0.015640869388584198
fullData,be.right,cai < 0,0.943038288410085,1e-4,1.0001000100010001e-4
fullData,be.right,cMean_prior:cai < 0,1.4324770504571676,0.053899999999999997,0.05697072191100307
fullData,confess,cMean_prior < 0,0.7518144525322582,0.0040999999999999995,0.0041168792047394315
fullData,confess,cai < 0,0.6090269932700545,9.999999999999998e-4,0.001001001001001001
fullData,confess,cMean_prior:cai < 0,0.7595698748797487,0.11919999999999999,0.13533151680290645
fullData,confirm,cMean_prior < 0,0.7094369286657949,0.0033000000000000004,0.00331092605598475
fullData,confirm,cai < 0,0.7885026723365125,1e-4,1.0001000100010001e-4
fullData,confirm,cMean_prior:cai < 0,-0.9027492958055247,0.9147,10.723329425556859
fullData,demonstrate,cMean_prior < 0,0.9581935174721303,6e-4,6.003602161296778e-4
fullData,demonstrate,cai < 0,0.6231550219589542,0.0015999999999999999,0.0016025641025641025
fullData,demonstrate,cMean_prior:cai < 0,0.34401128007235515,0.302,0.4326647564469914
fullData,discover,cMean_prior < 0,0.55471318252163615,0.0165,0.01677681748856126
fullData,discover,cai < 0,1.0008876934148245,1e-4,1.0001000100010001e-4
fullData,discover,cMean_prior:cai < 0,0.3303698535268103,0.3279,0.4878738282993602
fullData,establish,cMean_prior < 0,0.8266809130346939,4.000000000000001e-4,4.0016006402561027e-4
fullData,establish,cai < 0,0.5915591576015551,0.0023,0.0023053021950486118
fullData,establish,cMean_prior:cai < 0,-0.2418177876608723,0.6402,1.7793218454697053
fullData,hear,cMean_prior < 0,0.862856714044019,7.999999999999999e-4,8.006405124099279e-4
fullData,hear,cai < 0,0.9711541605601609,0,0
fullData,hear,cMean_prior:cai < 0,0.4194272247040921,0.2768,0.3827433628318584
fullData,inform,cMean_prior < 0,0.9408696257896085,4.000000000000001e-4,4.0016006402561027e-4
fullData,inform,cai < 0,0.8597293936390822,3.0000000000000003e-4,3.0009002700810244e-4
fullData,inform,cMean_prior:cai < 0,1.5297579966859451,0.03660000000000001,0.037990450487855515
fullData,know,cMean_prior < 0,0.49467336646416366,0.044000000000000004,0.04602510460251046
fullData,know,cai < 0,1.096579941053356,1e-4,1.0001000100010001e-4
fullData,know,cMean_prior:cai < 0,0.03982900304788265,0.4843,0.9391118867558658
fullData,pretend,cMean_prior < 0,1.1654738700709808,3.0000000000000003e-4,3.0009002700810244e-4
fullData,pretend,cai < 0,-0.04731853087844103,0.5761000000000001,1.3590469450342062
fullData,pretend,cMean_prior:cai < 0,-0.4002266244638084,0.6764,2.0902348578491967
fullData,prove,cMean_prior < 0,0.881155888491307,1e-4,1.0001000100010001e-4
fullData,prove,cai < 0,0.2536925295621488,0.08510000000000001,0.09301563012351077
fullData,prove,cMean_prior:cai < 0,0.1556661901977146,0.40430000000000005,0.678697330871244
fullData,reveal,cMean_prior < 0,1.138503248852214,4.000000000000001e-4,4.0016006402561027e-4
fullData,reveal,cai < 0,0.6723791255741548,0,0
fullData,reveal,cMean_prior:cai < 0,-0.14309318591106435,0.5981,1.488181139586962
fullData,say,cMean_prior < 0,1.6238226132427254,0,0
fullData,say,cai < 0,0.5319704106792291,0.003999999999999999,0.004016064257028112
fullData,say,cMean_prior:cai < 0,-0.9379797556522065,0.9134,10.547344110854503
fullData,see,cMean_prior < 0,0.5125021437420242,0.023100000000000002,0.023646227863650324
fullData,see,cai < 0,1.0840685404899566,1e-4,1.0001000100010001e-4
fullData,see,cMean_prior:cai < 0,0.26554070187808543,0.34759999999999996,0.5328019619865113
fullData,suggest,cMean_prior < 0,1.01865560573851,0.0015,0.0015022533800701052
fullData,suggest,cai < 0,-0.41743879505616427,0.9872,77.125
fullData,suggest,cMean_prior:cai < 0,0.9910069820519003,0.06760000000000001,0.0725010725010725
fullData,think,cMean_prior < 0,0.9171338380970024,3.0000000000000003e-4,3.0009002700810244e-4
fullData,think,cai < 0,0.06666129455986508,0.36979999999999996,0.5867978419549349
fullData,think,cMean_prior:cai < 0,2.2028405300902087,0.0024000000000000002,0.0024057738572574178
