short_trigger,contentFact,Mean_prior,YMin_prior,YMax_prior,Mean_proj,YMin_proj,YMax_proj,Mean_ai,YMin_ai,YMax_ai
know,Zoe calculated the tip-factH,0.632,0.50585,0.758,0.798,0.6940000000000001,0.92,0.798,0.7040000000000001,0.908
know,Zoe calculated the tip-factL,0.3416666666666667,0.13666666666666666,0.595,0.6633333333333333,0.46825,0.8467083333333333,0.5333333333333333,0.26999999999999996,0.7767499999999999
pretend,Charley speaks Spanish-factH,0.8566666666666667,0.73,1,0.05,0,0.12,0.8866666666666667,0.77,1
pretend,Charley speaks Spanish-factL,0.21571428571428572,0.11567857142857144,0.32571428571428573,0.08714285714285713,0.008535714285714285,0.23285714285714287,0.9371428571428572,0.8457142857142856,0.9885714285714285
pretend,Danny ate the last cupcake-factH,0.6475,0.5449999999999999,0.715,0.19,0,0.5625,0.9375,0.8275,1
pretend,Danny ate the last cupcake-factL,0.2557142857142857,0.21285714285714286,0.2885714285714286,0.08285714285714287,0.01714285714285714,0.18857142857142858,0.6242857142857143,0.4242857142857143,0.8086785714285714
pretend,Emily bought a car yesterday-factH,0.298,0.15,0.456,0.024,0,0.06,0.794,0.42400000000000004,0.98805
pretend,Emily bought a car yesterday-factL,0.18083333333333335,0.08745833333333333,0.29256249999999995,0.12000000000000001,0.044166666666666674,0.21920833333333334,0.72,0.5716458333333334,0.8541666666666666
pretend,Emma studied on Saturday morning-factH,0.733,0.668975,0.8039999999999999,0.246,0.15697499999999998,0.336,0.719,0.565,0.852
pretend,Emma studied on Saturday morning-factL,0.084,0.022,0.16,0.018,0,0.041999999999999996,0.996,0.988,1
pretend,Frank got a cat-factH,0.681,0.574,0.79405,0.23800000000000002,0.10900000000000001,0.4081249999999999,0.703,0.551975,0.86005
pretend,Frank got a cat-factL,0.07,0.07,0.07,0.08,0.08,0.08,0.99,0.99,0.99
pretend,Grace visited her sister-factH,0.7628571428571429,0.6785714285714286,0.8542857142857143,0.2257142857142857,0.04000000000000001,0.49574999999999997,0.8414285714285714,0.6171071428571429,0.9885714285714285
pretend,Grace visited her sister-factL,0.1725,0.06,0.28500000000000003,0.2625,0.044999999999999984,0.5857499999999993,0.6375,0.355,0.8925000000000001
pretend,Isabella ate a steak on Sunday-factH,0.5042857142857143,0.4642857142857143,0.5342857142857144,0.14142857142857143,0.04282142857142858,0.26,0.43857142857142856,0.15992857142857142,0.7315714285714284
pretend,Isabella ate a steak on Sunday-factL,0.06833333333333334,0.018333333333333333,0.1417083333333333,0.06833333333333333,0.016666666666666663,0.125,0.94,0.875,0.99
pretend,Jackson ran 10 miles-factH,0.8016666666666666,0.7366666666666667,0.8666666666666667,0.30166666666666664,0.16747916666666665,0.4608541666666666,0.6158333333333333,0.4249375,0.7900625
pretend,Jackson ran 10 miles-factL,0.154,0.07795,0.23199999999999998,0.088,0.05,0.128,0.862,0.738,0.9359999999999999
pretend,Jayden rented a car-factH,0.6799999999999999,0.54,0.816,0.134,0.05399999999999999,0.214,0.44,0.10385,0.7899999999999999
pretend,Jayden rented a car-factL,0.16499999999999998,0.015000000000000013,0.3675,0.5625,0.20499999999999996,0.895,0.425,0.06,0.79
pretend,Jon walks to work-factH,0.8099999999999999,0.69955,0.926,0.148,0.04600000000000001,0.244,0.55,0.31400000000000006,0.786
pretend,Jon walks to work-factL,0.26,0,0.7,0.049999999999999996,0,0.09,0.7333333333333334,0.27,1
pretend,Josh learned to ride a bike yesterday-factH,0.44666666666666666,0.22,0.7,0.4033333333333333,0,0.74,0.58,0.26,1
pretend,Josh learned to ride a bike yesterday-factL,0.12666666666666668,0.020000000000000004,0.26,0.06666666666666667,0,0.17,0.83,0.51,0.99
pretend,Josie went on vacation to France-factH,0.7557142857142857,0.6385714285714286,0.8600357142857142,0.17142857142857143,0.01428571428571429,0.41,0.6457142857142857,0.36935714285714283,0.8942857142857142
pretend,Josie went on vacation to France-factL,0.112,0.016,0.2790499999999999,0.326,0.14595,0.537025,0.774,0.63,0.893
pretend,Julian dances salsa-factH,0.6466666666666666,0.47,0.98,0.48333333333333334,0.010000000000000009,0.75,0.71,0.18000000000000005,0.99
pretend,Julian dances salsa-factL,0.425,0.16499999999999998,0.685,0.019999999999999997,0,0.04512499999999989,0.995,0.99,1
pretend,Mary is pregnant-factH,0.8473333333333333,0.7586666666666666,0.9299999999999999,0.27266666666666667,0.12198333333333333,0.44341666666666657,0.5973333333333334,0.4106666666666667,0.7893333333333333
pretend,Mary is pregnant-factL,0.1711111111111111,0.039972222222222215,0.3433611111111111,0.22555555555555554,0.03883333333333333,0.46338888888888885,0.5555555555555556,0.29658333333333337,0.8189444444444445
pretend,Mia drank 2 cocktails last night-factH,0.51,0.42,0.626,0.07200000000000001,0.020000000000000004,0.124,0.762,0.58,0.928
pretend,Mia drank 2 cocktails last night-factL,0.13545454545454547,0.053636363636363635,0.22275,0.3,0.12088636363636363,0.5063863636363636,0.8118181818181818,0.6527045454545455,0.9390909090909091
pretend,Olivia sleeps until noon-factH,0.675,0.5765833333333333,0.7717916666666664,0.21,0.07499999999999998,0.34500000000000003,0.675,0.4416666666666667,0.8866666666666667
pretend,Olivia sleeps until noon-factL,0.043333333333333335,0.04,0.05,0.33666666666666667,0,0.85,0.92,0.86,0.99
pretend,Owen shoveled snow last winter-factH,0.714,0.478,0.924,0.21200000000000002,0.07200000000000001,0.428,0.73,0.5760000000000001,0.888
pretend,Owen shoveled snow last winter-factL,0.47000000000000003,0.10500000000000004,0.835,0.4075,0.0050000000000000044,0.81,0.605,0.2925,0.875
pretend,Sophia got a tattoo-factH,0.5633333333333334,0.43995833333333334,0.6867083333333334,0.265,0.07333333333333333,0.505,0.7533333333333333,0.5632499999999999,0.9216666666666666
pretend,Sophia got a tattoo-factL,0.3833333333333333,0.20333333333333334,0.5666666666666667,0.13,0.01833333333333334,0.2418749999999998,0.6833333333333333,0.37666666666666665,0.9866666666666667
pretend,Tony had a drink last night-factH,0.7166666666666667,0.575,0.8500000000000001,0.12833333333333333,0.061666666666666675,0.20504166666666665,0.8533333333333333,0.7533333333333333,0.94
pretend,Tony had a drink last night-factL,0.24,0,0.6224999999999999,0.15999999999999998,0.024999999999999994,0.315,0.685,0.35500000000000004,0.94
pretend,Zoe calculated the tip-factH,0.7833333333333333,0.7144444444444444,0.8511666666666666,0.15555555555555556,0.053305555555555564,0.27341666666666653,0.8122222222222222,0.68,0.9133333333333333
pretend,Zoe calculated the tip-factL,0.04125,0.01625,0.06625,0.05,0.011249999999999996,0.09503124999999997,0.83625,0.6325000000000001,0.96625
prove,Charley speaks Spanish-factH,0.8240000000000001,0.738,0.918,0.178,0.112,0.242,0.412,0.15750000000000003,0.708
prove,Charley speaks Spanish-factL,0.3233333333333333,0.04999999999999999,0.71,0.33,0.12,0.62,0.5233333333333333,0.24,1
prove,Danny ate the last cupcake-factH,0.642,0.528,0.762,0.22,0.04400000000000001,0.396,0.17200000000000001,0.12199999999999997,0.216
