item,content,short_trigger,workerid,prior_type,prior_fact,block_ai,ai,prior,projective,eventItemNr,eventItem
MC_ballet,ballet,MC,2,main_clause,Ballet is a type of dance,block2,0.17000000000000004,0.49,0.1,NA,NA
MC_ballet,ballet,MC,6,main_clause,Ballet is a type of dance,block2,0,0.45,0,NA,NA
MC_ballet,ballet,MC,7,main_clause,Ballet is a type of dance,block2,0.16000000000000003,0.7,0.45,NA,NA
MC_ballet,ballet,MC,8,main_clause,Ballet is a type of dance,block2,0,0.48,0,NA,NA
MC_ballet,ballet,MC,10,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.41,0.05,NA,NA
MC_ballet,ballet,MC,14,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.16,0.32,NA,NA
MC_ballet,ballet,MC,20,main_clause,Ballet is a type of dance,block2,0,0.48,0.25,NA,NA
MC_ballet,ballet,MC,23,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.32,0.02,NA,NA
MC_ballet,ballet,MC,26,main_clause,Ballet is a type of dance,block2,0.040000000000000036,0.54,0.27,NA,NA
MC_ballet,ballet,MC,30,main_clause,Ballet is a type of dance,block2,0.040000000000000036,0.49,0.03,NA,NA
MC_ballet,ballet,MC,31,main_clause,Ballet is a type of dance,block2,0,0.55,0.02,NA,NA
MC_ballet,ballet,MC,35,main_clause,Ballet is a type of dance,block2,0,0.31,0,NA,NA
MC_ballet,ballet,MC,37,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.54,0.28,NA,NA
MC_ballet,ballet,MC,42,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.33,0.33,NA,NA
MC_ballet,ballet,MC,43,main_clause,Ballet is a type of dance,block2,0.040000000000000036,0.35,0.08,NA,NA
MC_ballet,ballet,MC,44,main_clause,Ballet is a type of dance,block2,0.13,0.54,0.02,NA,NA
MC_ballet,ballet,MC,52,main_clause,Ballet is a type of dance,block2,0,0.25,0,NA,NA
MC_ballet,ballet,MC,53,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.49,0.08,NA,NA
MC_ballet,ballet,MC,59,main_clause,Ballet is a type of dance,block2,0,0.47,0.25,NA,NA
MC_ballet,ballet,MC,61,main_clause,Ballet is a type of dance,block2,0.14,0.46,0.37,NA,NA
MC_ballet,ballet,MC,62,main_clause,Ballet is a type of dance,block2,0.15000000000000002,0.5,0.18,NA,NA
MC_ballet,ballet,MC,63,main_clause,Ballet is a type of dance,block2,0,0.24,0,NA,NA
MC_ballet,ballet,MC,65,main_clause,Ballet is a type of dance,block2,0,0.34,0,NA,NA
MC_ballet,ballet,MC,67,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.44,0.02,NA,NA
MC_ballet,ballet,MC,68,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.53,0.18,NA,NA
MC_ballet,ballet,MC,69,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.48,0.11,NA,NA
MC_ballet,ballet,MC,72,main_clause,Ballet is a type of dance,block2,0.12,0.33,0.13,NA,NA
MC_ballet,ballet,MC,73,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.49,0.51,NA,NA
MC_ballet,ballet,MC,77,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.5,0.22,NA,NA
MC_ballet,ballet,MC,78,main_clause,Ballet is a type of dance,block2,0.040000000000000036,0.09,0.09,NA,NA
MC_ballet,ballet,MC,79,main_clause,Ballet is a type of dance,block2,0,0.3,0,NA,NA
MC_ballet,ballet,MC,80,main_clause,Ballet is a type of dance,block2,0.47,0.31,0.44,NA,NA
MC_ballet,ballet,MC,82,main_clause,Ballet is a type of dance,block2,0.18999999999999995,0.54,0.2,NA,NA
MC_ballet,ballet,MC,83,main_clause,Ballet is a type of dance,block2,0.13,0,0.02,NA,NA
MC_ballet,ballet,MC,85,main_clause,Ballet is a type of dance,block2,0,0.64,0.14,NA,NA
MC_ballet,ballet,MC,86,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.19,0.06,NA,NA
MC_ballet,ballet,MC,87,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.47,0.01,NA,NA
MC_ballet,ballet,MC,89,main_clause,Ballet is a type of dance,block2,0.27,0.82,0.2,NA,NA
MC_ballet,ballet,MC,91,main_clause,Ballet is a type of dance,block2,0,0.51,0,NA,NA
MC_ballet,ballet,MC,92,main_clause,Ballet is a type of dance,block2,0,0.52,0,NA,NA
MC_ballet,ballet,MC,95,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.14,0.01,NA,NA
MC_ballet,ballet,MC,98,main_clause,Ballet is a type of dance,block2,0,0.48,0,NA,NA
MC_ballet,ballet,MC,100,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.6,0.5,NA,NA
MC_ballet,ballet,MC,105,main_clause,Ballet is a type of dance,block2,0,0.59,0,NA,NA
MC_ballet,ballet,MC,107,main_clause,Ballet is a type of dance,block2,0,0.53,0.09,NA,NA
MC_ballet,ballet,MC,111,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.35,0.28,NA,NA
MC_ballet,ballet,MC,116,main_clause,Ballet is a type of dance,block2,0.15000000000000002,0.63,0.62,NA,NA
MC_ballet,ballet,MC,123,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.48,0.02,NA,NA
MC_ballet,ballet,MC,124,main_clause,Ballet is a type of dance,block2,0,0.49,0.01,NA,NA
MC_ballet,ballet,MC,126,main_clause,Ballet is a type of dance,block2,0,0.49,0,NA,NA
MC_ballet,ballet,MC,127,main_clause,Ballet is a type of dance,block2,0,0.6,0,NA,NA
MC_ballet,ballet,MC,129,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.5,0,NA,NA
MC_ballet,ballet,MC,130,main_clause,Ballet is a type of dance,block2,0,0.35,0,NA,NA
MC_ballet,ballet,MC,132,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.5,0.01,NA,NA
MC_ballet,ballet,MC,134,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.22,0.23,NA,NA
MC_ballet,ballet,MC,135,main_clause,Ballet is a type of dance,block2,0.040000000000000036,0.08,0.5,NA,NA
MC_ballet,ballet,MC,139,main_clause,Ballet is a type of dance,block2,0,0.48,0,NA,NA
MC_ballet,ballet,MC,140,main_clause,Ballet is a type of dance,block2,0,0.53,0.03,NA,NA
MC_ballet,ballet,MC,143,main_clause,Ballet is a type of dance,block2,0,0.5,0,NA,NA
MC_ballet,ballet,MC,144,main_clause,Ballet is a type of dance,block2,0,0.63,0.73,NA,NA
MC_ballet,ballet,MC,145,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.14,0.5,NA,NA
MC_ballet,ballet,MC,146,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.15,0.07,NA,NA
MC_ballet,ballet,MC,153,main_clause,Ballet is a type of dance,block2,0,0.5,0,NA,NA
MC_ballet,ballet,MC,156,main_clause,Ballet is a type of dance,block2,0.050000000000000044,0.36,0.1,NA,NA
MC_ballet,ballet,MC,158,main_clause,Ballet is a type of dance,block2,0.06999999999999995,0.31,0.04,NA,NA
MC_ballet,ballet,MC,160,main_clause,Ballet is a type of dance,block2,0,0.49,0.03,NA,NA
MC_ballet,ballet,MC,163,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.18,0.02,NA,NA
MC_ballet,ballet,MC,164,main_clause,Ballet is a type of dance,block2,0.43000000000000005,0.91,0.67,NA,NA
MC_ballet,ballet,MC,165,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.49,0.05,NA,NA
MC_ballet,ballet,MC,167,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.51,0,NA,NA
MC_ballet,ballet,MC,168,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.39,0.05,NA,NA
MC_ballet,ballet,MC,169,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.49,0.01,NA,NA
MC_ballet,ballet,MC,170,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.51,0.09,NA,NA
MC_ballet,ballet,MC,173,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.4,0.05,NA,NA
MC_ballet,ballet,MC,174,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.5,0.02,NA,NA
MC_ballet,ballet,MC,176,main_clause,Ballet is a type of dance,block2,0,0.5,0,NA,NA
MC_ballet,ballet,MC,182,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.54,0,NA,NA
MC_ballet,ballet,MC,183,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.93,0.87,NA,NA
MC_ballet,ballet,MC,185,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.75,0.01,NA,NA
MC_ballet,ballet,MC,186,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.4,0.11,NA,NA
MC_ballet,ballet,MC,187,main_clause,Ballet is a type of dance,block2,0,0.49,0,NA,NA
MC_ballet,ballet,MC,188,main_clause,Ballet is a type of dance,block2,0.33999999999999997,0.57,0.19,NA,NA
MC_ballet,ballet,MC,196,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.58,0.04,NA,NA
MC_ballet,ballet,MC,197,main_clause,Ballet is a type of dance,block2,0,0.47,0,NA,NA
MC_ballet,ballet,MC,201,main_clause,Ballet is a type of dance,block2,0,0.49,0,NA,NA
MC_ballet,ballet,MC,203,main_clause,Ballet is a type of dance,block2,0.040000000000000036,0.5,0.49,NA,NA
MC_ballet,ballet,MC,204,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.54,0.08,NA,NA
MC_ballet,ballet,MC,205,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.98,0.01,NA,NA
MC_ballet,ballet,MC,206,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.46,0.12,NA,NA
MC_ballet,ballet,MC,208,main_clause,Ballet is a type of dance,block2,0,0.49,0.46,NA,NA
MC_ballet,ballet,MC,212,main_clause,Ballet is a type of dance,block2,0,0.44,0,NA,NA
MC_ballet,ballet,MC,213,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.08,0.02,NA,NA
MC_ballet,ballet,MC,215,main_clause,Ballet is a type of dance,block2,0.09999999999999998,0.49,0.52,NA,NA
MC_ballet,ballet,MC,220,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.5,0.03,NA,NA
MC_ballet,ballet,MC,225,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.48,0.26,NA,NA
MC_ballet,ballet,MC,226,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.27,0.13,NA,NA
MC_ballet,ballet,MC,228,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.32,0,NA,NA
MC_ballet,ballet,MC,229,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.52,0.19,NA,NA
MC_ballet,ballet,MC,230,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.72,0.98,NA,NA
MC_ballet,ballet,MC,234,main_clause,Ballet is a type of dance,block2,0.31000000000000005,0.62,0.59,NA,NA
MC_ballet,ballet,MC,235,main_clause,Ballet is a type of dance,block2,0.050000000000000044,0.49,0.09,NA,NA
MC_ballet,ballet,MC,236,main_clause,Ballet is a type of dance,block2,0,0.5,0.02,NA,NA
MC_ballet,ballet,MC,238,main_clause,Ballet is a type of dance,block2,0,0.46,0,NA,NA
MC_ballet,ballet,MC,239,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.25,0.09,NA,NA
MC_ballet,ballet,MC,242,main_clause,Ballet is a type of dance,block2,0,0.5,0,NA,NA
MC_ballet,ballet,MC,244,main_clause,Ballet is a type of dance,block2,0,0.53,0,NA,NA
MC_ballet,ballet,MC,246,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.46,0.12,NA,NA
MC_ballet,ballet,MC,253,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.4,0.08,NA,NA
MC_ballet,ballet,MC,256,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.5,0,NA,NA
MC_ballet,ballet,MC,258,main_clause,Ballet is a type of dance,block2,0.050000000000000044,0.5,0.29,NA,NA
MC_ballet,ballet,MC,260,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.51,0,NA,NA
MC_ballet,ballet,MC,261,main_clause,Ballet is a type of dance,block2,0.06999999999999995,0.52,0.02,NA,NA
MC_ballet,ballet,MC,262,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.5,0.07,NA,NA
MC_ballet,ballet,MC,263,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.96,0.04,NA,NA
MC_ballet,ballet,MC,266,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.36,0.36,NA,NA
MC_ballet,ballet,MC,267,main_clause,Ballet is a type of dance,block2,0,0.5,0.02,NA,NA
MC_ballet,ballet,MC,269,main_clause,Ballet is a type of dance,block2,0.09999999999999998,0.43,0.24,NA,NA
MC_ballet,ballet,MC,272,main_clause,Ballet is a type of dance,block2,0,0.34,0.04,NA,NA
MC_ballet,ballet,MC,273,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.74,0.01,NA,NA
MC_ballet,ballet,MC,275,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.5,0.03,NA,NA
MC_ballet,ballet,MC,276,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.53,0.01,NA,NA
MC_ballet,ballet,MC,279,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.71,0.68,NA,NA
MC_ballet,ballet,MC,282,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.51,0,NA,NA
MC_ballet,ballet,MC,283,main_clause,Ballet is a type of dance,block2,0.040000000000000036,0.43,0.06,NA,NA
MC_ballet,ballet,MC,285,main_clause,Ballet is a type of dance,block2,0.18999999999999995,0.48,0.18,NA,NA
MC_ballet,ballet,MC,286,main_clause,Ballet is a type of dance,block2,0,0.49,0,NA,NA
MC_ballet,ballet,MC,288,main_clause,Ballet is a type of dance,block2,0.51,0.65,0.36,NA,NA
MC_ballet,ballet,MC,290,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.16,0.01,NA,NA
MC_ballet,ballet,MC,293,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.5,0.01,NA,NA
MC_ballet,ballet,MC,298,main_clause,Ballet is a type of dance,block2,0.62,0.36,0.24,NA,NA
MC_ballet,ballet,MC,300,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.65,0,NA,NA
MC_ballet,ballet,MC,304,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.43,0,NA,NA
MC_ballet,ballet,MC,307,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.5,0.03,NA,NA
MC_ballet,ballet,MC,308,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.48,0.14,NA,NA
MC_ballet,ballet,MC,310,main_clause,Ballet is a type of dance,block2,0,0.5,0,NA,NA
MC_ballet,ballet,MC,311,main_clause,Ballet is a type of dance,block2,0.08999999999999997,0.52,0.06,NA,NA
MC_ballet,ballet,MC,314,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.53,0.05,NA,NA
MC_ballet,ballet,MC,316,main_clause,Ballet is a type of dance,block2,0.24,0.43,0.39,NA,NA
MC_ballet,ballet,MC,319,main_clause,Ballet is a type of dance,block2,0,0.23,0,NA,NA
MC_ballet,ballet,MC,321,main_clause,Ballet is a type of dance,block2,0,0.86,0.09,NA,NA
MC_ballet,ballet,MC,323,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.51,0.02,NA,NA
MC_ballet,ballet,MC,324,main_clause,Ballet is a type of dance,block2,0,0.5,0.47,NA,NA
MC_ballet,ballet,MC,326,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.45,0.02,NA,NA
MC_ballet,ballet,MC,328,main_clause,Ballet is a type of dance,block2,0.26,0.39,0.13,NA,NA
MC_ballet,ballet,MC,335,main_clause,Ballet is a type of dance,block2,0,0.56,0,NA,NA
MC_ballet,ballet,MC,336,main_clause,Ballet is a type of dance,block2,0,0.5,0,NA,NA
MC_ballet,ballet,MC,337,main_clause,Ballet is a type of dance,block2,0,0.07,0.18,NA,NA
MC_ballet,ballet,MC,338,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.22,0.26,NA,NA
MC_ballet,ballet,MC,339,main_clause,Ballet is a type of dance,block2,0.06000000000000005,0.5,0.09,NA,NA
MC_ballet,ballet,MC,341,main_clause,Ballet is a type of dance,block2,0,0.27,0.14,NA,NA
MC_ballet,ballet,MC,342,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.49,0.02,NA,NA
MC_ballet,ballet,MC,345,main_clause,Ballet is a type of dance,block2,0,0.24,0.1,NA,NA
MC_ballet,ballet,MC,350,main_clause,Ballet is a type of dance,block2,0,0.17,0,NA,NA
MC_ballet,ballet,MC,351,main_clause,Ballet is a type of dance,block2,0,0.6,0,NA,NA
MC_ballet,ballet,MC,352,main_clause,Ballet is a type of dance,block2,0,0.71,0.03,NA,NA
MC_ballet,ballet,MC,355,main_clause,Ballet is a type of dance,block2,0.06000000000000005,0.9,0.55,NA,NA
MC_ballet,ballet,MC,358,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.32,0.1,NA,NA
MC_ballet,ballet,MC,371,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.42,0.03,NA,NA
MC_ballet,ballet,MC,374,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.37,0.01,NA,NA
MC_ballet,ballet,MC,375,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.49,0.04,NA,NA
MC_ballet,ballet,MC,378,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.81,0.77,NA,NA
MC_ballet,ballet,MC,386,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.53,0.47,NA,NA
MC_ballet,ballet,MC,387,main_clause,Ballet is a type of dance,block2,0,0.45,0.04,NA,NA
MC_ballet,ballet,MC,388,main_clause,Ballet is a type of dance,block2,0,0.08,0.04,NA,NA
MC_ballet,ballet,MC,389,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.5,0.18,NA,NA
MC_ballet,ballet,MC,393,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.45,0,NA,NA
MC_ballet,ballet,MC,394,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.49,0.23,NA,NA
MC_ballet,ballet,MC,397,main_clause,Ballet is a type of dance,block2,0,0.5,0.08,NA,NA
MC_ballet,ballet,MC,401,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.26,0.01,NA,NA
MC_ballet,ballet,MC,402,main_clause,Ballet is a type of dance,block2,0.08999999999999997,0.66,0.05,NA,NA
MC_ballet,ballet,MC,405,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.48,0.15,NA,NA
MC_ballet,ballet,MC,406,main_clause,Ballet is a type of dance,block2,0.08999999999999997,0.68,0.22,NA,NA
MC_ballet,ballet,MC,407,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.73,0.14,NA,NA
MC_ballet,ballet,MC,408,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.49,0.01,NA,NA
MC_ballet,ballet,MC,410,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.5,0.02,NA,NA
MC_ballet,ballet,MC,411,main_clause,Ballet is a type of dance,block2,0.28,0.76,0.25,NA,NA
MC_ballet,ballet,MC,414,main_clause,Ballet is a type of dance,block2,0.35,0.99,0.27,NA,NA
MC_ballet,ballet,MC,416,main_clause,Ballet is a type of dance,block2,0.15000000000000002,0.91,0.49,NA,NA
MC_ballet,ballet,MC,417,main_clause,Ballet is a type of dance,block2,0.050000000000000044,0.43,0.71,NA,NA
MC_ballet,ballet,MC,419,main_clause,Ballet is a type of dance,block2,0,0.57,0,NA,NA
MC_ballet,ballet,MC,424,main_clause,Ballet is a type of dance,block2,0,0.5,0,NA,NA
MC_ballet,ballet,MC,426,main_clause,Ballet is a type of dance,block2,0,0.48,0,NA,NA
MC_ballet,ballet,MC,431,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.49,0,NA,NA
MC_ballet,ballet,MC,432,main_clause,Ballet is a type of dance,block2,0,0.48,0.06,NA,NA
MC_ballet,ballet,MC,433,main_clause,Ballet is a type of dance,block2,0,0.51,0,NA,NA
MC_ballet,ballet,MC,436,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.12,0.01,NA,NA
MC_ballet,ballet,MC,437,main_clause,Ballet is a type of dance,block2,0.040000000000000036,0.3,0.28,NA,NA
MC_ballet,ballet,MC,444,main_clause,Ballet is a type of dance,block2,0,0.53,0.17,NA,NA
MC_ballet,ballet,MC,446,main_clause,Ballet is a type of dance,block2,0.10999999999999999,0.65,0.57,NA,NA
MC_ballet,ballet,MC,448,main_clause,Ballet is a type of dance,block2,0,0.51,0,NA,NA
MC_ballet,ballet,MC,450,main_clause,Ballet is a type of dance,block2,0,0.13,0,NA,NA
MC_ballet,ballet,MC,455,main_clause,Ballet is a type of dance,block2,0.040000000000000036,0.5,0.2,NA,NA
MC_ballet,ballet,MC,456,main_clause,Ballet is a type of dance,block2,0.06000000000000005,0.48,0.47,NA,NA
MC_ballet,ballet,MC,461,main_clause,Ballet is a type of dance,block2,0,0.49,0,NA,NA
MC_ballet,ballet,MC,468,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.46,0.03,NA,NA
MC_ballet,ballet,MC,469,main_clause,Ballet is a type of dance,block2,0,0.49,0,NA,NA
MC_ballet,ballet,MC,470,main_clause,Ballet is a type of dance,block2,0.020000000000000018,1,0.02,NA,NA
MC_ballet,ballet,MC,476,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.63,0.02,NA,NA
MC_ballet,ballet,MC,481,main_clause,Ballet is a type of dance,block2,0,0.38,0.03,NA,NA
MC_ballet,ballet,MC,485,main_clause,Ballet is a type of dance,block2,0,0.37,0.01,NA,NA
MC_ballet,ballet,MC,486,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.53,0.03,NA,NA
MC_ballet,ballet,MC,489,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.37,0.05,NA,NA
MC_ballet,ballet,MC,491,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.5,0.03,NA,NA
MC_ballet,ballet,MC,494,main_clause,Ballet is a type of dance,block2,0,0.48,0,NA,NA
MC_ballet,ballet,MC,500,main_clause,Ballet is a type of dance,block2,0.040000000000000036,0.08,0.01,NA,NA
MC_ballet,ballet,MC,502,main_clause,Ballet is a type of dance,block2,0,0.49,0.34,NA,NA
MC_ballet,ballet,MC,503,main_clause,Ballet is a type of dance,block2,0.4,0.84,0.84,NA,NA
MC_ballet,ballet,MC,504,main_clause,Ballet is a type of dance,block2,0,0.5,0,NA,NA
MC_ballet,ballet,MC,506,main_clause,Ballet is a type of dance,block2,0.050000000000000044,0.53,0.96,NA,NA
MC_ballet,ballet,MC,507,main_clause,Ballet is a type of dance,block2,0,0.64,0.12,NA,NA
MC_ballet,ballet,MC,508,main_clause,Ballet is a type of dance,block2,0,0.35,0,NA,NA
MC_ballet,ballet,MC,509,main_clause,Ballet is a type of dance,block2,0.040000000000000036,0.51,0.04,NA,NA
MC_ballet,ballet,MC,510,main_clause,Ballet is a type of dance,block2,0,0.5,0,NA,NA
MC_ballet,ballet,MC,517,main_clause,Ballet is a type of dance,block2,0.040000000000000036,0.63,0.64,NA,NA
MC_ballet,ballet,MC,519,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.49,0.03,NA,NA
MC_ballet,ballet,MC,520,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.49,0.12,NA,NA
MC_ballet,ballet,MC,521,main_clause,Ballet is a type of dance,block2,0,0.27,0.52,NA,NA
MC_ballet,ballet,MC,523,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.51,0.01,NA,NA
MC_ballet,ballet,MC,524,main_clause,Ballet is a type of dance,block2,0.27,0.51,0.74,NA,NA
MC_ballet,ballet,MC,525,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.49,0.04,NA,NA
MC_ballet,ballet,MC,528,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.53,0.03,NA,NA
MC_ballet,ballet,MC,529,main_clause,Ballet is a type of dance,block2,0.09999999999999998,0.49,0,NA,NA
MC_ballet,ballet,MC,530,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.56,0.03,NA,NA
MC_ballet,ballet,MC,531,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.39,0,NA,NA
MC_ballet,ballet,MC,532,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.28,0.02,NA,NA
MC_ballet,ballet,MC,533,main_clause,Ballet is a type of dance,block2,0,0.09,0.07,NA,NA
MC_ballet,ballet,MC,535,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.5,0,NA,NA
MC_ballet,ballet,MC,538,main_clause,Ballet is a type of dance,block2,0.13,0.49,0.23,NA,NA
MC_ballet,ballet,MC,539,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.38,0.01,NA,NA
MC_ballet,ballet,MC,540,main_clause,Ballet is a type of dance,block2,0,0.5,0.49,NA,NA
MC_ballet,ballet,MC,544,main_clause,Ballet is a type of dance,block2,0.19999999999999996,0.33,0.24,NA,NA
MC_ballet,ballet,MC,549,main_clause,Ballet is a type of dance,block2,0,0.38,0.04,NA,NA
MC_ballet,ballet,MC,550,main_clause,Ballet is a type of dance,block2,0,0.49,0,NA,NA
MC_ballet,ballet,MC,551,main_clause,Ballet is a type of dance,block2,0.92,0.48,0,NA,NA
MC_ballet,ballet,MC,557,main_clause,Ballet is a type of dance,block2,0,0.78,0,NA,NA
MC_ballet,ballet,MC,559,main_clause,Ballet is a type of dance,block2,0,0.52,0,NA,NA
MC_ballet,ballet,MC,560,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.29,0.08,NA,NA
MC_ballet,ballet,MC,561,main_clause,Ballet is a type of dance,block2,0.07999999999999996,0.6,0.56,NA,NA
MC_ballet,ballet,MC,562,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.49,0,NA,NA
MC_ballet,ballet,MC,563,main_clause,Ballet is a type of dance,block2,0,0.66,0.02,NA,NA
MC_ballet,ballet,MC,564,main_clause,Ballet is a type of dance,block2,0.24,0.42,0.77,NA,NA
MC_ballet,ballet,MC,566,main_clause,Ballet is a type of dance,block2,0.22999999999999998,0.48,0.28,NA,NA
MC_ballet,ballet,MC,570,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.35,0.07,NA,NA
MC_ballet,ballet,MC,571,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.49,0.01,NA,NA
MC_ballet,ballet,MC,575,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.09,0.07,NA,NA
MC_ballet,ballet,MC,577,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.5,0.51,NA,NA
MC_ballet,ballet,MC,580,main_clause,Ballet is a type of dance,block2,0,0,0,NA,NA
MC_ballet,ballet,MC,582,main_clause,Ballet is a type of dance,block2,0.030000000000000027,0.51,0.49,NA,NA
MC_ballet,ballet,MC,584,main_clause,Ballet is a type of dance,block2,0,0.54,0.02,NA,NA
MC_ballet,ballet,MC,586,main_clause,Ballet is a type of dance,block2,0.020000000000000018,0.7,0.07,NA,NA
MC_ballet,ballet,MC,588,main_clause,Ballet is a type of dance,block2,0.040000000000000036,0.89,0.85,NA,NA
MC_ballet,ballet,MC,589,main_clause,Ballet is a type of dance,block2,0.010000000000000009,0.51,0.21,NA,NA
MC_ballet,ballet,MC,590,main_clause,Ballet is a type of dance,block2,0.06000000000000005,0.58,0.04,NA,NA
MC_ballet,ballet,MC,591,main_clause,Ballet is a type of dance,block2,0,0.36,0,NA,NA
