item,content,short_trigger,workerid,prior_type,prior_fact,block_ai,ai,prior,projective,eventItemNr,eventItem,contentNew,prior_typeNew,contentFact
say_josh,josh,say,229,low_prior,Josh is a 75-year old man,block2,0.91,0.22,0.19,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
say_josh,josh,say,257,low_prior,Josh is a 75-year old man,block1,0.010000000000000009,0.62,0.01,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
say_josh,josh,say,272,high_prior,Josh is a 5-year old boy,block2,0.20999999999999996,0.53,0.35,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
say_josh,josh,say,308,low_prior,Josh is a 75-year old man,block2,0.42000000000000004,0.07,0.12,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
say_josh,josh,say,314,low_prior,Josh is a 75-year old man,block2,0.28,0.12,0.16,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
say_josh,josh,say,315,low_prior,Josh is a 75-year old man,block1,0.25,0.22,0.5,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
say_josh,josh,say,355,low_prior,Josh is a 75-year old man,block2,0.87,0.31,0.49,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
say_josh,josh,say,379,low_prior,Josh is a 75-year old man,block1,0.010000000000000009,0.13,0.02,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
say_josh,josh,say,390,low_prior,Josh is a 75-year old man,block1,0.08999999999999997,0.17,0.84,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
say_josh,josh,say,463,low_prior,Josh is a 75-year old man,block1,0.99,0.04,0.01,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
say_josh,josh,say,489,low_prior,Josh is a 75-year old man,block2,0.15000000000000002,0.16,0.43,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
say_josh,josh,say,525,high_prior,Josh is a 5-year old boy,block2,0.020000000000000018,0.41,0.1,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
say_josh,josh,say,534,high_prior,Josh is a 5-year old boy,block1,0.010000000000000009,0.61,0.04,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
say_josh,josh,say,535,high_prior,Josh is a 5-year old boy,block2,0.07999999999999996,0.5,0.01,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
say_josh,josh,say,546,high_prior,Josh is a 5-year old boy,block1,0.050000000000000044,0.67,0.6,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
say_josh,josh,say,552,high_prior,Josh is a 5-year old boy,block1,0.20999999999999996,0.45,0.14,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
say_josh,josh,say,562,low_prior,Josh is a 75-year old man,block2,0,0.27,0.65,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
say_josh,josh,say,571,low_prior,Josh is a 75-year old man,block2,0.98,0.11,0,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
see_josh,josh,see,25,high_prior,Josh is a 5-year old boy,block1,0.99,0.5,0.99,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
see_josh,josh,see,172,high_prior,Josh is a 5-year old boy,block1,0.89,0.65,0.94,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
see_josh,josh,see,271,high_prior,Josh is a 5-year old boy,block1,0,0.59,1,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
see_josh,josh,see,283,high_prior,Josh is a 5-year old boy,block2,0.85,0.55,0.95,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
see_josh,josh,see,285,low_prior,Josh is a 75-year old man,block2,0.71,0.24,0.64,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
see_josh,josh,see,300,high_prior,Josh is a 5-year old boy,block2,0.99,0.73,0.97,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
see_josh,josh,see,339,high_prior,Josh is a 5-year old boy,block2,0.95,0.72,0.84,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
see_josh,josh,see,346,high_prior,Josh is a 5-year old boy,block1,0.83,0.72,0.97,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
see_josh,josh,see,350,high_prior,Josh is a 5-year old boy,block2,0.99,0.4,0.95,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
see_josh,josh,see,383,high_prior,Josh is a 5-year old boy,block1,0.94,0.12,0.32,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
see_josh,josh,see,384,low_prior,Josh is a 75-year old man,block1,0.77,0.14,0.19,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
see_josh,josh,see,406,low_prior,Josh is a 75-year old man,block2,0.88,0.15,1,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
see_josh,josh,see,494,low_prior,Josh is a 75-year old man,block2,0.51,0.2,0.75,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
see_josh,josh,see,553,high_prior,Josh is a 5-year old boy,block1,0.85,0.42,0.89,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
see_josh,josh,see,557,low_prior,Josh is a 75-year old man,block2,0.85,0.08,0.02,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
see_josh,josh,see,582,low_prior,Josh is a 75-year old man,block2,0.75,0.09,0.13,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
suggest_josh,josh,suggest,31,low_prior,Josh is a 75-year old man,block2,0.91,0.11,0.13,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
suggest_josh,josh,suggest,62,low_prior,Josh is a 75-year old man,block2,0.81,0.25,0.1,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
suggest_josh,josh,suggest,74,low_prior,Josh is a 75-year old man,block1,0.6699999999999999,0.1,0.17,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
suggest_josh,josh,suggest,83,high_prior,Josh is a 5-year old boy,block2,0.050000000000000044,0.6,0.61,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
suggest_josh,josh,suggest,133,high_prior,Josh is a 5-year old boy,block1,0.87,0.69,0.17,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
suggest_josh,josh,suggest,151,low_prior,Josh is a 75-year old man,block1,0.99,0.06,0,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
suggest_josh,josh,suggest,168,low_prior,Josh is a 75-year old man,block2,0.9,0.07,0.1,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
suggest_josh,josh,suggest,203,high_prior,Josh is a 5-year old boy,block2,0.030000000000000027,0.99,0.51,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
suggest_josh,josh,suggest,312,high_prior,Josh is a 5-year old boy,block1,1,0.38,0,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
suggest_josh,josh,suggest,337,low_prior,Josh is a 75-year old man,block2,0.56,0.02,0.33,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
suggest_josh,josh,suggest,367,low_prior,Josh is a 75-year old man,block1,0.32999999999999996,0.1,0.21,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
suggest_josh,josh,suggest,410,high_prior,Josh is a 5-year old boy,block2,0.99,0.51,0.03,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
suggest_josh,josh,suggest,427,high_prior,Josh is a 5-year old boy,block1,0.99,0.5,0.01,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
suggest_josh,josh,suggest,444,low_prior,Josh is a 75-year old man,block2,0.86,0.1,0.24,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
suggest_josh,josh,suggest,449,low_prior,Josh is a 75-year old man,block1,0.98,0.34,0.09,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
suggest_josh,josh,suggest,507,low_prior,Josh is a 75-year old man,block2,0.14,0.07,0.03,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
suggest_josh,josh,suggest,547,low_prior,Josh is a 75-year old man,block1,0,0.09,0.02,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
suggest_josh,josh,suggest,548,high_prior,Josh is a 5-year old boy,block1,0.6799999999999999,0.81,0.19,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
suggest_josh,josh,suggest,554,high_prior,Josh is a 5-year old boy,block1,0.22999999999999998,0.58,0.1,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
suggest_josh,josh,suggest,575,high_prior,Josh is a 5-year old boy,block2,0.13,0.21,0.21,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
suggest_josh,josh,suggest,579,low_prior,Josh is a 75-year old man,block1,0.8200000000000001,0.49,0.04,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
think_josh,josh,think,1,high_prior,Josh is a 5-year old boy,block1,0.30000000000000004,0.41,0.4,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
think_josh,josh,think,24,low_prior,Josh is a 75-year old man,block1,0.010000000000000009,0.16,0.22,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
think_josh,josh,think,29,low_prior,Josh is a 75-year old man,block1,0.94,0.29,0.21,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
think_josh,josh,think,38,high_prior,Josh is a 5-year old boy,block1,0.91,0.35,0.16,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
think_josh,josh,think,90,high_prior,Josh is a 5-year old boy,block1,0.96,0.5,0.05,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
think_josh,josh,think,91,low_prior,Josh is a 75-year old man,block2,0.9299999999999999,0,0.09,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
think_josh,josh,think,97,high_prior,Josh is a 5-year old boy,block1,0.49,0.56,0.47,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
think_josh,josh,think,122,low_prior,Josh is a 75-year old man,block1,0.87,0.07,0.14,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
think_josh,josh,think,164,high_prior,Josh is a 5-year old boy,block2,0.48,0.79,0.74,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
think_josh,josh,think,167,low_prior,Josh is a 75-year old man,block2,0.9299999999999999,0.24,0.16,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
think_josh,josh,think,239,high_prior,Josh is a 5-year old boy,block2,0.91,0.7,0.51,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
think_josh,josh,think,243,low_prior,Josh is a 75-year old man,block1,0.97,0.04,0,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
think_josh,josh,think,265,high_prior,Josh is a 5-year old boy,block1,0.73,0.48,0.24,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
think_josh,josh,think,296,low_prior,Josh is a 75-year old man,block1,0.98,0.02,0.08,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
think_josh,josh,think,317,high_prior,Josh is a 5-year old boy,block1,0.040000000000000036,0.51,0.03,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
think_josh,josh,think,318,high_prior,Josh is a 5-year old boy,block1,0.17000000000000004,0.49,0.04,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
think_josh,josh,think,328,low_prior,Josh is a 75-year old man,block2,0.91,0.18,0.08,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
think_josh,josh,think,391,low_prior,Josh is a 75-year old man,block1,0.21999999999999997,0.83,0.65,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
think_josh,josh,think,411,high_prior,Josh is a 5-year old boy,block2,0.6,0.32,0.83,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
think_josh,josh,think,437,low_prior,Josh is a 75-year old man,block2,0.92,0.28,0.11,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
think_josh,josh,think,450,high_prior,Josh is a 5-year old boy,block2,1,0.12,0.85,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
think_josh,josh,think,468,low_prior,Josh is a 75-year old man,block2,0.98,0.06,0.13,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
think_josh,josh,think,472,high_prior,Josh is a 5-year old boy,block1,0,0.68,0.5,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
think_josh,josh,think,485,low_prior,Josh is a 75-year old man,block2,0.84,0.1,0.1,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
think_josh,josh,think,491,high_prior,Josh is a 5-year old boy,block2,0.97,0.18,0.05,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
think_josh,josh,think,497,high_prior,Josh is a 5-year old boy,block1,0.12,0.56,0,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
think_josh,josh,think,500,low_prior,Josh is a 75-year old man,block2,0.94,0.1,0.01,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
think_josh,josh,think,511,low_prior,Josh is a 75-year old man,block1,0.76,0.08,0.18,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
think_josh,josh,think,522,low_prior,Josh is a 75-year old man,block1,0.5,0.2,0.69,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
think_josh,josh,think,539,high_prior,Josh is a 5-year old boy,block2,0.99,0.56,0.13,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
think_josh,josh,think,559,low_prior,Josh is a 75-year old man,block2,1,0,0,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
think_josh,josh,think,566,low_prior,Josh is a 75-year old man,block2,0.77,0.37,0.23,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factL,Josh learned to ride a bike yesterday-factL
think_josh,josh,think,595,high_prior,Josh is a 5-year old boy,block1,0.14,0.36,0.14,16: Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,Josh learned to ride a bike yesterday,factH,Josh learned to ride a bike yesterday-factH
acknowledge_josie,josie,acknowledge,25,low_prior,Josie doesn't have a passport,block1,0.43000000000000005,0.02,0.49,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factL,Josie went on vacation to France-factL
acknowledge_josie,josie,acknowledge,63,high_prior,Josie loves France,block2,1,0.82,0,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
acknowledge_josie,josie,acknowledge,82,low_prior,Josie doesn't have a passport,block2,0.32999999999999996,0.03,0.23,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factL,Josie went on vacation to France-factL
acknowledge_josie,josie,acknowledge,90,low_prior,Josie doesn't have a passport,block1,0.95,0.06,0.97,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factL,Josie went on vacation to France-factL
acknowledge_josie,josie,acknowledge,114,high_prior,Josie loves France,block1,0.99,0.91,0.83,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
acknowledge_josie,josie,acknowledge,128,high_prior,Josie loves France,block1,0.15000000000000002,0.9,0.78,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
acknowledge_josie,josie,acknowledge,188,high_prior,Josie loves France,block2,0.26,1,0.84,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
acknowledge_josie,josie,acknowledge,204,low_prior,Josie doesn't have a passport,block2,0.51,0.57,0.18,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factL,Josie went on vacation to France-factL
acknowledge_josie,josie,acknowledge,206,high_prior,Josie loves France,block2,0.020000000000000018,0.76,0.9,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
acknowledge_josie,josie,acknowledge,241,high_prior,Josie loves France,block1,0.050000000000000044,0.45,0.92,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
acknowledge_josie,josie,acknowledge,265,high_prior,Josie loves France,block1,0.7,0.85,0.78,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
acknowledge_josie,josie,acknowledge,276,low_prior,Josie doesn't have a passport,block2,0.69,0.02,0.57,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factL,Josie went on vacation to France-factL
acknowledge_josie,josie,acknowledge,293,high_prior,Josie loves France,block2,0.96,0.81,0.83,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
acknowledge_josie,josie,acknowledge,299,high_prior,Josie loves France,block1,0.08999999999999997,0.72,0.49,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
acknowledge_josie,josie,acknowledge,323,high_prior,Josie loves France,block2,0.89,0.59,0.99,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
acknowledge_josie,josie,acknowledge,353,low_prior,Josie doesn't have a passport,block1,0.14,0.04,0,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factL,Josie went on vacation to France-factL
acknowledge_josie,josie,acknowledge,355,high_prior,Josie loves France,block2,0.92,1,0.84,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
acknowledge_josie,josie,acknowledge,362,high_prior,Josie loves France,block1,1,0.17,0.2,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
acknowledge_josie,josie,acknowledge,381,high_prior,Josie loves France,block1,0.6799999999999999,0.83,0.5,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
acknowledge_josie,josie,acknowledge,388,high_prior,Josie loves France,block2,0.99,0.99,0.96,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
acknowledge_josie,josie,acknowledge,418,low_prior,Josie doesn't have a passport,block1,1,0.04,0.28,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factL,Josie went on vacation to France-factL
acknowledge_josie,josie,acknowledge,477,high_prior,Josie loves France,block1,0.31999999999999995,0.5,0.36,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
acknowledge_josie,josie,acknowledge,492,high_prior,Josie loves France,block1,0.95,0.49,0.62,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
acknowledge_josie,josie,acknowledge,572,low_prior,Josie doesn't have a passport,block1,0.48,0.01,0.1,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factL,Josie went on vacation to France-factL
acknowledge_josie,josie,acknowledge,589,high_prior,Josie loves France,block2,0.010000000000000009,0.63,0.42,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
admit_josie,josie,admit,2,high_prior,Josie loves France,block2,0.26,0.53,0.13,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
admit_josie,josie,admit,12,high_prior,Josie loves France,block1,0.77,0.55,0.82,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
admit_josie,josie,admit,34,low_prior,Josie doesn't have a passport,block1,1,0,0.04,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factL,Josie went on vacation to France-factL
admit_josie,josie,admit,43,low_prior,Josie doesn't have a passport,block2,0.95,0,0.93,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factL,Josie went on vacation to France-factL
admit_josie,josie,admit,44,low_prior,Josie doesn't have a passport,block2,0.75,0.11,0.01,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factL,Josie went on vacation to France-factL
admit_josie,josie,admit,61,low_prior,Josie doesn't have a passport,block2,0.35,0,0.85,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factL,Josie went on vacation to France-factL
admit_josie,josie,admit,93,high_prior,Josie loves France,block1,0.5,0.78,0.51,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
admit_josie,josie,admit,102,low_prior,Josie doesn't have a passport,block1,0.25,0,0.81,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factL,Josie went on vacation to France-factL
admit_josie,josie,admit,116,high_prior,Josie loves France,block2,0.45999999999999996,0.75,0.67,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
admit_josie,josie,admit,138,high_prior,Josie loves France,block1,0.8200000000000001,0.56,0.5,2: Josie went on vacation to France,Josie went on vacation to France,Josie went on vacation to France,factH,Josie went on vacation to France-factH
