block,predicate,hypothesis,estimate,post.prob,bf
fullData,acknowledge,cMean_prior > 0,0.4060395772156485,0.9497,18.880715705765407
fullData,admit,cMean_prior > 0,0.19451813225025033,0.7824,3.5955882352941178
fullData,announce,cMean_prior > 0,0.07749171191232937,0.6146,1.594706798131811
fullData,be.annoyed,cMean_prior > 0,0.12186029880267836,0.6590714285714285,1.9331657238633984
fullData,be.right,cMean_prior > 0,0.15636790791440028,0.7291,2.6913990402362495
fullData,confess,cMean_prior > 0,0.13039411542273271,0.6894,2.219575016097875
fullData,confirm,cMean_prior > 0,-0.025289123986939638,0.4529,0.8278194114421495
fullData,demonstrate,cMean_prior > 0,0.04207185420930813,0.572,1.3364485981308412
fullData,discover,cMean_prior > 0,0.11344380122952825,0.6583,1.9265437518290898
fullData,establish,cMean_prior > 0,-0.15275630790256073,0.2767,0.3825521913452233
fullData,hear,cMean_prior > 0,0.28306352924142936,0.8616,6.22543352601156
fullData,inform,cMean_prior > 0,-0.05747357757056707,0.4132,0.7041581458759373
fullData,know,cMean_prior > 0,0.011789389756602948,0.5168,1.0695364238410596
fullData,pretend,cMean_prior > 0,-0.06282096008804514,0.4034,0.6761649346295675
fullData,prove,cMean_prior > 0,-0.10345768960801685,0.3597,0.5617679212868968
fullData,reveal,cMean_prior > 0,-0.20298578312099747,0.2081,0.2627857052658164
fullData,say,cMean_prior > 0,-0.15887171245258674,0.26539999999999997,0.36128505309011705
fullData,see,cMean_prior > 0,0.6008216210313057,0.99,99
fullData,suggest,cMean_prior > 0,-0.2353463250734275,0.1698,0.2045290291496025
fullData,think,cMean_prior > 0,-0.07331879119733527,0.3826,0.6196954972465176
