item,content,short_trigger,workerid,prior_type,prior_fact,block_ai,ai,projective,eventItemNr,eventItem,contentNew,prior_typeNew,contentFact,Mean_prior,YMin_prior,YMax_prior
be_annoyed_grace,grace,be annoyed,345,high_prior,Grace loves her sister,block1,1,0.77,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
be_annoyed_grace,grace,be annoyed,448,high_prior,Grace loves her sister,block1,0.86,0.89,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
be_annoyed_grace,grace,be annoyed,451,high_prior,Grace loves her sister,block1,0.95,0.85,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
be_annoyed_grace,grace,be annoyed,489,high_prior,Grace loves her sister,block1,0.48,0.92,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
be_annoyed_grace,grace,be annoyed,529,low_prior,Grace hates her sister,block1,0.92,0.99,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
be_annoyed_grace,grace,be annoyed,579,low_prior,Grace hates her sister,block1,0.99,1,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
be_right_grace,grace,be right,3,high_prior,Grace loves her sister,block1,0.17000000000000004,0,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
be_right_grace,grace,be right,31,high_prior,Grace loves her sister,block1,0.32999999999999996,0.21,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
be_right_grace,grace,be right,63,low_prior,Grace hates her sister,block1,0.30000000000000004,0.46,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
be_right_grace,grace,be right,64,high_prior,Grace loves her sister,block1,0,0,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
be_right_grace,grace,be right,81,low_prior,Grace hates her sister,block1,0.040000000000000036,0.4,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
be_right_grace,grace,be right,173,low_prior,Grace hates her sister,block1,0.08999999999999997,0,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
be_right_grace,grace,be right,292,high_prior,Grace loves her sister,block1,0.37,0.08,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
be_right_grace,grace,be right,375,high_prior,Grace loves her sister,block1,0.040000000000000036,0.03,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
be_right_grace,grace,be right,409,high_prior,Grace loves her sister,block1,0.020000000000000018,0.02,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
be_right_grace,grace,be right,442,low_prior,Grace hates her sister,block1,0,0,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
be_right_grace,grace,be right,576,low_prior,Grace hates her sister,block1,0.25,0.49,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
confess_grace,grace,confess,24,high_prior,Grace loves her sister,block1,1,0.75,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
confess_grace,grace,confess,133,high_prior,Grace loves her sister,block1,1,0.69,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
confess_grace,grace,confess,184,high_prior,Grace loves her sister,block1,0.56,0.48,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
confess_grace,grace,confess,267,low_prior,Grace hates her sister,block1,0.72,1,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
confess_grace,grace,confess,314,low_prior,Grace hates her sister,block1,1,0.84,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
confess_grace,grace,confess,334,low_prior,Grace hates her sister,block1,0.72,0.57,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
confess_grace,grace,confess,419,low_prior,Grace hates her sister,block1,0.99,0.02,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
confess_grace,grace,confess,443,high_prior,Grace loves her sister,block1,0.49,0.3,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
confess_grace,grace,confess,466,low_prior,Grace hates her sister,block1,0.010000000000000009,0.53,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
confirm_grace,grace,confirm,38,high_prior,Grace loves her sister,block1,0.22999999999999998,0.2,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
confirm_grace,grace,confirm,76,low_prior,Grace hates her sister,block1,0.14,0.04,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
confirm_grace,grace,confirm,77,low_prior,Grace hates her sister,block1,1,0.04,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
confirm_grace,grace,confirm,145,low_prior,Grace hates her sister,block1,0.22999999999999998,0.2,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
confirm_grace,grace,confirm,205,low_prior,Grace hates her sister,block1,0.07999999999999996,0.01,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
confirm_grace,grace,confirm,222,low_prior,Grace hates her sister,block1,0.17000000000000004,0.81,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
confirm_grace,grace,confirm,245,low_prior,Grace hates her sister,block1,0.28,0.46,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
confirm_grace,grace,confirm,346,high_prior,Grace loves her sister,block1,0,0.77,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
confirm_grace,grace,confirm,477,high_prior,Grace loves her sister,block1,0.21999999999999997,0.22,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
confirm_grace,grace,confirm,509,low_prior,Grace hates her sister,block1,0.010000000000000009,0.02,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
confirm_grace,grace,confirm,563,high_prior,Grace loves her sister,block1,0.76,0.74,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
demonstrate_grace,grace,demonstrate,7,high_prior,Grace loves her sister,block1,1,0.22,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
demonstrate_grace,grace,demonstrate,86,high_prior,Grace loves her sister,block1,0.29000000000000004,0.33,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
demonstrate_grace,grace,demonstrate,258,low_prior,Grace hates her sister,block1,0.41000000000000003,0.63,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
demonstrate_grace,grace,demonstrate,259,low_prior,Grace hates her sister,block1,0,0,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
demonstrate_grace,grace,demonstrate,303,high_prior,Grace loves her sister,block1,0.92,0.03,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
demonstrate_grace,grace,demonstrate,339,low_prior,Grace hates her sister,block1,0.41000000000000003,0.35,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
demonstrate_grace,grace,demonstrate,352,high_prior,Grace loves her sister,block1,0,1,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
demonstrate_grace,grace,demonstrate,361,low_prior,Grace hates her sister,block1,0.99,0,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
demonstrate_grace,grace,demonstrate,363,high_prior,Grace loves her sister,block1,0.53,0.62,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
demonstrate_grace,grace,demonstrate,385,high_prior,Grace loves her sister,block1,0.88,0.48,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
demonstrate_grace,grace,demonstrate,418,high_prior,Grace loves her sister,block1,0.9,0.1,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
demonstrate_grace,grace,demonstrate,519,low_prior,Grace hates her sister,block1,0.54,0.03,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
demonstrate_grace,grace,demonstrate,541,high_prior,Grace loves her sister,block1,0.99,0.99,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
demonstrate_grace,grace,demonstrate,562,low_prior,Grace hates her sister,block1,0.79,0.49,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
discover_grace,grace,discover,21,high_prior,Grace loves her sister,block1,1,1,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
discover_grace,grace,discover,41,high_prior,Grace loves her sister,block1,0.27,0.03,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
discover_grace,grace,discover,57,high_prior,Grace loves her sister,block1,0.9299999999999999,0.85,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
discover_grace,grace,discover,131,low_prior,Grace hates her sister,block1,0.48,0.85,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
discover_grace,grace,discover,138,high_prior,Grace loves her sister,block1,0.97,0.99,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
discover_grace,grace,discover,240,low_prior,Grace hates her sister,block1,0.10999999999999999,0.99,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
discover_grace,grace,discover,283,low_prior,Grace hates her sister,block1,0.020000000000000018,0.12,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
discover_grace,grace,discover,288,high_prior,Grace loves her sister,block1,0.86,0.83,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
discover_grace,grace,discover,323,low_prior,Grace hates her sister,block1,0.6599999999999999,0.63,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
discover_grace,grace,discover,324,low_prior,Grace hates her sister,block1,0.99,0.01,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
discover_grace,grace,discover,351,low_prior,Grace hates her sister,block1,1,1,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
discover_grace,grace,discover,553,low_prior,Grace hates her sister,block1,0.8,0.12,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
establish_grace,grace,establish,98,low_prior,Grace hates her sister,block1,0.36,0.15,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
establish_grace,grace,establish,163,high_prior,Grace loves her sister,block1,1,0.85,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
establish_grace,grace,establish,167,low_prior,Grace hates her sister,block1,0.18999999999999995,0.36,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
establish_grace,grace,establish,234,low_prior,Grace hates her sister,block1,0,0,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
establish_grace,grace,establish,445,high_prior,Grace loves her sister,block1,0.020000000000000018,0.06,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
establish_grace,grace,establish,475,low_prior,Grace hates her sister,block1,1,0,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
establish_grace,grace,establish,568,low_prior,Grace hates her sister,block1,0.99,0.96,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
establish_grace,grace,establish,577,low_prior,Grace hates her sister,block1,0.07999999999999996,0.05,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
hear_grace,grace,hear,65,high_prior,Grace loves her sister,block1,0.73,0.7,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
hear_grace,grace,hear,70,high_prior,Grace loves her sister,block1,0.51,0.45,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
hear_grace,grace,hear,97,low_prior,Grace hates her sister,block1,0.86,0.41,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
hear_grace,grace,hear,126,high_prior,Grace loves her sister,block1,0.99,0.99,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
hear_grace,grace,hear,128,high_prior,Grace loves her sister,block1,0.85,0.74,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
hear_grace,grace,hear,154,high_prior,Grace loves her sister,block1,0.97,0.01,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
hear_grace,grace,hear,221,high_prior,Grace loves her sister,block1,0.17000000000000004,0.98,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
hear_grace,grace,hear,344,high_prior,Grace loves her sister,block1,0.56,0.28,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
hear_grace,grace,hear,362,high_prior,Grace loves her sister,block1,0.98,0.78,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
hear_grace,grace,hear,376,low_prior,Grace hates her sister,block1,0.99,1,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
hear_grace,grace,hear,581,high_prior,Grace loves her sister,block1,0.76,0.11,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
inform_grace,grace,inform,10,high_prior,Grace loves her sister,block1,0.99,0.86,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
inform_grace,grace,inform,22,low_prior,Grace hates her sister,block1,0.95,0.98,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
inform_grace,grace,inform,78,low_prior,Grace hates her sister,block1,1,1,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
inform_grace,grace,inform,95,high_prior,Grace loves her sister,block1,0.52,0.44,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
inform_grace,grace,inform,189,high_prior,Grace loves her sister,block1,0.73,0.9,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
inform_grace,grace,inform,269,low_prior,Grace hates her sister,block1,0.37,0.07,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
inform_grace,grace,inform,318,low_prior,Grace hates her sister,block1,0.9299999999999999,0.72,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
inform_grace,grace,inform,325,high_prior,Grace loves her sister,block1,0.71,0.74,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
inform_grace,grace,inform,387,low_prior,Grace hates her sister,block1,0.28,0.93,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
inform_grace,grace,inform,402,low_prior,Grace hates her sister,block1,0.99,0.96,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
inform_grace,grace,inform,462,high_prior,Grace loves her sister,block1,0.8,0.23,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
inform_grace,grace,inform,476,high_prior,Grace loves her sister,block1,0.5800000000000001,0,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
know_grace,grace,know,84,low_prior,Grace hates her sister,block1,0.86,0.84,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
know_grace,grace,know,182,low_prior,Grace hates her sister,block1,0.99,0.99,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
know_grace,grace,know,185,low_prior,Grace hates her sister,block1,0.95,0.99,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
know_grace,grace,know,202,low_prior,Grace hates her sister,block1,0.92,0.87,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
know_grace,grace,know,207,low_prior,Grace hates her sister,block1,0.83,0.07,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
know_grace,grace,know,253,high_prior,Grace loves her sister,block1,0.96,0.99,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
know_grace,grace,know,307,low_prior,Grace hates her sister,block1,0.94,0.78,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
know_grace,grace,know,379,high_prior,Grace loves her sister,block1,0.89,1,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
know_grace,grace,know,433,low_prior,Grace hates her sister,block1,0.89,0.98,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
know_grace,grace,know,452,low_prior,Grace hates her sister,block1,0.97,0.98,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
know_grace,grace,know,495,low_prior,Grace hates her sister,block1,0.98,0.98,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
know_grace,grace,know,552,high_prior,Grace loves her sister,block1,1,1,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
know_grace,grace,know,571,high_prior,Grace loves her sister,block1,0.92,1,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
pretend_grace,grace,pretend,6,high_prior,Grace loves her sister,block1,0.71,0,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
pretend_grace,grace,pretend,45,low_prior,Grace hates her sister,block1,0.97,0.09,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
pretend_grace,grace,pretend,54,high_prior,Grace loves her sister,block1,0.53,0.08,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
pretend_grace,grace,pretend,104,low_prior,Grace hates her sister,block1,0.010000000000000009,0.04,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
pretend_grace,grace,pretend,200,high_prior,Grace loves her sister,block1,0.81,0.33,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
pretend_grace,grace,pretend,219,low_prior,Grace hates her sister,block1,1,0,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
pretend_grace,grace,pretend,274,low_prior,Grace hates her sister,block1,0.020000000000000018,0.98,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
pretend_grace,grace,pretend,279,low_prior,Grace hates her sister,block1,1,0.37,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
pretend_grace,grace,pretend,329,high_prior,Grace loves her sister,block1,1,0,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
pretend_grace,grace,pretend,333,high_prior,Grace loves her sister,block1,0.07999999999999996,0.76,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
pretend_grace,grace,pretend,400,high_prior,Grace loves her sister,block1,0.96,0.17,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
pretend_grace,grace,pretend,404,high_prior,Grace loves her sister,block1,0.48,0.35,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
pretend_grace,grace,pretend,473,high_prior,Grace loves her sister,block1,0.050000000000000044,0.28,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
prove_grace,grace,prove,16,low_prior,Grace hates her sister,block1,0.97,0.01,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
prove_grace,grace,prove,87,low_prior,Grace hates her sister,block1,1,0,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
prove_grace,grace,prove,135,low_prior,Grace hates her sister,block1,0.030000000000000027,0.39,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factL,Grace visited her sister-factL,0.22931873479318735,0.2096301703163017,0.24844403892944036
prove_grace,grace,prove,170,high_prior,Grace loves her sister,block1,0.06000000000000005,0.04,9: Grace visited her sister,Grace visited her sister,Grace visited her sister,factH,Grace visited her sister-factH,0.8010989010989011,0.7860186813186814,0.8147851648351648
