short_trigger,contentFact,Mean_proj,YMin_proj,YMax_proj,Mean_ai,YMin_ai,YMax_ai
acknowledge,Charley speaks Spanish-factH,0.8071428571428572,0.6448928571428572,0.9400357142857142,0.695,0.5014107142857143,0.8835892857142857
acknowledge,Charley speaks Spanish-factL,0.77375,0.623046875,0.901875,0.616875,0.416859375,0.790640625
acknowledge,Danny ate the last cupcake-factH,0.727,0.543975,0.8610249999999999,0.729,0.5339250000000001,0.881025
acknowledge,Danny ate the last cupcake-factL,0.496875,0.35185937500000003,0.6419531249999999,0.591875,0.389296875,0.77625
acknowledge,Emily bought a car yesterday-factH,0.5272727272727272,0.2972045454545455,0.7463636363636363,0.6709090909090909,0.40902272727272726,0.8827954545454545
acknowledge,Emily bought a car yesterday-factL,0.44,0.24692307692307694,0.6223461538461539,0.6661538461538462,0.47073076923076923,0.8346346153846154
acknowledge,Emma studied on Saturday morning-factH,0.6223076923076923,0.4515192307692308,0.7669423076923076,0.7161538461538461,0.5299230769230769,0.8838461538461538
acknowledge,Emma studied on Saturday morning-factL,0.60875,0.44248437500000004,0.7562812499999999,0.620625,0.4229375000000001,0.8187656249999999
acknowledge,Frank got a cat-factH,0.7246666666666667,0.5825333333333333,0.8526666666666667,0.84,0.7159666666666666,0.93935
acknowledge,Frank got a cat-factL,0.456,0.273975,0.6180249999999999,0.5569999999999999,0.36195,0.7330249999999999
acknowledge,Grace visited her sister-factH,0.6588235294117647,0.48348529411764707,0.8094411764705882,0.6235294117647059,0.43470588235294116,0.804720588235294
acknowledge,Grace visited her sister-factL,0.6854545454545454,0.5117272727272727,0.8390909090909091,0.7763636363636364,0.553590909090909,0.9472954545454546
acknowledge,Isabella ate a steak on Sunday-factH,0.5995238095238096,0.4461904761904762,0.7376309523809523,0.6557142857142857,0.5147619047619048,0.794297619047619
acknowledge,Isabella ate a steak on Sunday-factL,0.49818181818181817,0.26631818181818184,0.7254999999999999,0.5736363636363636,0.3472272727272728,0.7954545454545454
acknowledge,Jackson ran 10 miles-factH,0.8475,0.71875,0.955,0.7637499999999999,0.5075,0.9600624999999999
acknowledge,Jackson ran 10 miles-factL,0.44333333333333336,0.17655555555555558,0.7178333333333332,0.7522222222222222,0.5399444444444444,0.9389166666666666
acknowledge,Jayden rented a car-factH,0.5978571428571429,0.3978035714285714,0.795,0.69,0.48564285714285715,0.8743035714285714
acknowledge,Jayden rented a car-factL,0.5906666666666667,0.38466666666666666,0.8106666666666666,0.6086666666666667,0.39398333333333335,0.8054333333333332
acknowledge,Jon walks to work-factH,0.633,0.444975,0.798075,0.66,0.464,0.8370499999999998
acknowledge,Jon walks to work-factL,0.58375,0.4436875,0.7087812499999999,0.699375,0.5287187499999999,0.8494218749999999
acknowledge,Josh learned to ride a bike yesterday-factH,0.6258823529411764,0.50525,0.738235294117647,0.6435294117647059,0.49816176470588236,0.7753235294117646
acknowledge,Josh learned to ride a bike yesterday-factL,0.7273684210526316,0.583671052631579,0.858486842105263,0.5678947368421052,0.38263157894736843,0.741592105263158
acknowledge,Josie went on vacation to France-factH,0.88,0.7942857142857143,0.9528571428571428,0.8328571428571429,0.5527857142857143,0.9971428571428571
acknowledge,Josie went on vacation to France-factL,0.205,0.0050000000000000044,0.4863124999999999,0.90625,0.80875,0.98125
acknowledge,Julian dances salsa-factH,0.6444444444444445,0.44216666666666665,0.8378055555555555,0.6833333333333333,0.4388888888888889,0.8866666666666666
acknowledge,Julian dances salsa-factL,0.442,0.262,0.631,0.472,0.26894999999999997,0.6819999999999999
acknowledge,Mary is pregnant-factH,0.8908333333333334,0.7916666666666666,0.9616875,0.7833333333333333,0.5882916666666667,0.9350416666666667
acknowledge,Mary is pregnant-factL,0.48250000000000004,0.135,0.8300000000000001,0.505,0.185,0.8
acknowledge,Mia drank 2 cocktails last night-factH,0.650625,0.484359375,0.825640625,0.545,0.371859375,0.7363437499999999
acknowledge,Mia drank 2 cocktails last night-factL,0.5611764705882353,0.37935294117647056,0.7335294117647059,0.6329411764705882,0.4693235294117647,0.78117647058823525
acknowledge,Olivia sleeps until noon-factH,0.6433333333333333,0.46858333333333335,0.8046666666666666,0.658,0.46266666666666667,0.832
acknowledge,Olivia sleeps until noon-factL,0.31666666666666665,0.11068750000000002,0.5600833333333333,0.4866666666666667,0.264125,0.6968333333333331
acknowledge,Owen shoveled snow last winter-factH,0.6244444444444445,0.39441666666666664,0.8288888888888889,0.5988888888888889,0.31222222222222223,0.8389999999999999
acknowledge,Owen shoveled snow last winter-factL,0.7466666666666667,0.5415000000000001,0.905,0.6950000000000001,0.38,0.9616666666666667
acknowledge,Sophia got a tattoo-factH,0.6576923076923077,0.4406538461538462,0.8553846153846154,0.7092307692307692,0.4946153846153847,0.900826923076923
acknowledge,Sophia got a tattoo-factL,0.49333333333333335,0.29758333333333337,0.675611111111111,0.6833333333333333,0.49777777777777776,0.8333333333333334
acknowledge,Tony had a drink last night-factH,0.5172727272727273,0.3281818181818182,0.7027954545454544,0.6827272727272727,0.5007045454545453,0.8536590909090909
acknowledge,Tony had a drink last night-factL,0.42133333333333334,0.26263333333333333,0.6020166666666666,0.448,0.28726666666666667,0.60935
acknowledge,Zoe calculated the tip-factH,0.51,0.30552777777777773,0.7066944444444444,0.6811111111111111,0.48886111111111114,0.8488888888888889
acknowledge,Zoe calculated the tip-factL,0.5013333333333333,0.31865000000000004,0.6900166666666666,0.5766666666666667,0.3812666666666667,0.76
admit,Charley speaks Spanish-factH,0.6181818181818182,0.4099545454545454,0.8018409090909091,0.7509090909090909,0.538,0.9118409090909091
admit,Charley speaks Spanish-factL,0.49238095238095236,0.3394642857142857,0.6433333333333333,0.7685714285714286,0.6471428571428571,0.8861904761904762
admit,Danny ate the last cupcake-factH,0.6426666666666666,0.44531666666666664,0.8160000000000001,0.6133333333333333,0.3899666666666667,0.81005
